"","servidor","DataCenter","tipo","Powerstate","fv","capacidad_total","capacidad_usada","capacidad_asignada"
"4032","tqgeiuatwebs01","QRO","UAT","poweredOn","virtual",32,6.1456,25.8544
"4033","tqgeiuatwebs02","QRO","UAT","poweredOn","virtual",32,9.3808,22.6192
"4034","tqgestfinpro01","QRO","PRODUCCION","poweredOn","virtual",70,23.5725,46.4275
"4035","tqggcdevcohe01","QRO","DESARROLLO","poweredOn","virtual",181,46.2636,134.7364
"4036","tqggcdevcohe02","QRO","DESARROLLO","poweredOn","virtual",181,34.85155,146.14845
"4037","tqggcdevihse01","QRO","DESARROLLO","poweredOn","virtual",52,10.1192,41.8808
"4038","tqggcdevihse02","QRO","DESARROLLO","poweredOn","virtual",52,22.4146,29.5854
"4039","tqggcdevohse01","QRO","DESARROLLO","poweredOn","virtual",95,26.34825,68.65175
"4040","tqggcdevohse02","QRO","DESARROLLO","poweredOn","virtual",95,14.48275,80.51725
"4041","tqggcdevsoky01","QRO","DESARROLLO","poweredOn","virtual",72,12.5712,59.4288
"4042","tqggcdevsoky02","QRO","DESARROLLO","poweredOn","virtual",72,11.559,60.441
"4043","tqggcdevwebe01","QRO","DESARROLLO","poweredOn","virtual",181,30.23605,150.76395
"4044","tqggcdevwebe02","QRO","DESARROLLO","poweredOn","virtual",181,27.06855,153.93145
"4045","tqggcprocohe01","QRO","PRODUCCION","poweredOn","virtual",186,52.6938,133.3062
"4046","tqggcprocohe02","QRO","PRODUCCION","poweredOn","virtual",186,72.8748,113.1252
"4047","tqggcprojmse01","QRO","PRODUCCION","poweredOn","virtual",187,36.4276,150.5724
"4048","tqggcprojmse02","QRO","PRODUCCION","poweredOn","virtual",187,22.41195,164.58805
"4049","tqggcprojmse03","QRO","PRODUCCION","poweredOn","virtual",187,52.9771,134.0229
"4050","tqggcproohse01","QRO","PRODUCCION","poweredOn","virtual",95,9.95125,85.04875
"4051","tqggcproohse02","QRO","PRODUCCION","poweredOn","virtual",95,9.95125,85.04875
"4052","tqggcproorcl01","QRO","PRODUCCION","poweredOn","virtual",3848,450.3088,3397.6912
"4053","tqggcproorcl02","QRO","PRODUCCION","poweredOn","virtual",3848,450.3088,3397.6912
"4054","tqggcprosoky01","QRO","PRODUCCION","poweredOn","virtual",106,20.2831,85.7169
"4055","tqggcprosoky02","QRO","PRODUCCION","poweredOn","virtual",106,16.57435,89.42565
"4056","tqggcprowebe01","QRO","PRODUCCION","poweredOn","virtual",181,35.2588,145.7412
"4057","tqggcprowebe02","QRO","PRODUCCION","poweredOn","virtual",186,35.5911,150.4089
"4058","tqggcprowebe03","QRO","PRODUCCION","poweredOn","virtual",186,34.968,151.032
"4059","tqggcuatbmon01","QRO","UAT","poweredOn","virtual",86,16.5593,69.4407
"4060","tqggcuatbmon02","QRO","UAT","poweredOn","virtual",86,15.0156,70.9844
"4061","tqggcuatbmon03","QRO","UAT","poweredOn","virtual",86,16.5593,69.4407
"4062","tqggcuatcohe01","QRO","UAT","poweredOn","virtual",181,30.23605,150.76395
"4063","tqggcuatcohe02","QRO","UAT","poweredOn","virtual",181,32.7429,148.2571
"4064","tqggcuatjmse03","QRO","UAT","poweredOn","virtual",181,32.7972,148.2028
"4065","tqggcuatorcl01","QRO","UAT","poweredOn","virtual",1648.0009765625,290.542572167969,1357.45840439453
"4066","tqggcuatorcl02","QRO","UAT","poweredOn","virtual",1648.0009765625,283.096972167969,1364.90400439453
"4067","tqggcuatsoky01","QRO","UAT","poweredOn","virtual",62,10.3571,51.6429
"4068","tqggcuatsoky02","QRO","UAT","poweredOn","virtual",62,10.3571,51.6429
"4069","tqggcuatwebe03","QRO","UAT","poweredOn","virtual",181,32.7972,148.2028
"4070","tqggcuatwsrr01","QRO","UAT","poweredOn","virtual",72,13.8636,58.1364
"4071","tqggcuatwsrr02","QRO","UAT","poweredOn","virtual",72,12.5712,59.4288
"4072","tqggcuatwsrr03","QRO","UAT","poweredOn","virtual",72,12.5712,59.4288
"4073","tqgmpprosok01","QRO","PRODUCCION","poweredOn","virtual",230,49.036,180.964
"4074","tqgscdevcohc01","QRO","DESARROLLO","poweredOn","virtual",181,22.68835,158.31165
"4075","tqgscdevcohc02","QRO","DESARROLLO","poweredOn","virtual",181,38.92405,142.07595
"4076","tqgscdevcohe01","QRO","DESARROLLO","poweredOn","virtual",181,26.2269,154.7731
"4077","tqgscdevcohe02","QRO","DESARROLLO","poweredOn","virtual",181,63.1509,117.8491
"4078","tqgscdevohsc01","QRO","DESARROLLO","poweredOn","virtual",95,15.68925,79.31075
"4079","tqgscdevohsc02","QRO","DESARROLLO","poweredOn","virtual",95,18.19725,76.80275
"4080","tqgscdevohse01","QRO","DESARROLLO","poweredOn","virtual",95,17.328,77.672
"4081","tqgscdevohse02","QRO","DESARROLLO","poweredOn","virtual",95,15.447,79.553
"4082","tqgscdevwbls01","QRO","DESARROLLO","poweredOn","virtual",181,45.2319,135.7681
"4083","tqgscdevwbls02","QRO","DESARROLLO","poweredOn","virtual",181,45.2319,135.7681
"4084","tqgscdevwebc01","QRO","DESARROLLO","poweredOn","virtual",181,38.92405,142.07595
"4085","tqgscdevwebc02","QRO","DESARROLLO","poweredOn","virtual",181,40.2544,140.7456
"4086","tqgscdevwebc03","QRO","DESARROLLO","poweredOn","virtual",181,38.92405,142.07595
"4087","tqgscdevwebe01","QRO","DESARROLLO","poweredOn","virtual",181,24.02775,156.97225
"4088","tqgscdevwebe02","QRO","DESARROLLO","poweredOn","virtual",181,38.92405,142.07595
"4089","tqgscdevwebe03","QRO","DESARROLLO","poweredOn","virtual",181,40.2544,140.7456
"4090","tqgscprocohc01","QRO","PRODUCCION","poweredOn","virtual",181,24.1816,156.8184
"4091","tqgscprocohc02","QRO","PRODUCCION","poweredOn","virtual",181,24.06395,156.93605
"4092","tqgscprocohc03","QRO","PRODUCCION","poweredOn","virtual",181,73.85705,107.14295
"4093","tqgscprocohc04","QRO","PRODUCCION","poweredOn","virtual",181,79.28705,101.71295
"4094","tqgscprocohe01","QRO","PRODUCCION","poweredOn","virtual",181,24.06395,156.93605
"4095","tqgscprocohe02","QRO","PRODUCCION","poweredOn","virtual",181,24.06395,156.93605
"4096","tqgscprocohe03","QRO","PRODUCCION","poweredOn","virtual",181,79.28705,101.71295
"4097","tqgscprocohe04","QRO","PRODUCCION","poweredOn","virtual",181,79.28705,101.71295
"4098","tqgscproiisx01","QRO","PRODUCCION","poweredOn","virtual",164,17.0436,146.9564
"4099","tqgscproiisx02","QRO","PRODUCCION","poweredOn","virtual",164,22.1236,141.8764
"4100","tqgscpromsql01","QRO","PRODUCCION","poweredOn","virtual",1026.001953125,215.922111035156,810.079842089844
"4101","tqgscpromsql02","QRO","PRODUCCION","poweredOn","virtual",1026.001953125,211.917711035156,814.084242089844
"4102","tqgscproohsc01","QRO","PRODUCCION","poweredOn","virtual",95,10.9535,84.0465
"4103","tqgscproohsc02","QRO","PRODUCCION","poweredOn","virtual",95,16.65825,78.34175
"4104","tqgscproohsc03","QRO","PRODUCCION","poweredOn","virtual",95,10.9535,84.0465
"4105","tqgscproohsc04","QRO","PRODUCCION","poweredOn","virtual",95,13.509,81.491
"4106","tqgscproohsc05","QRO","PRODUCCION","poweredOn","virtual",95,7.22,87.78
"4107","tqgscproohse01","QRO","PRODUCCION","poweredOn","virtual",95,13.509,81.491
"4108","tqgscproohse02","QRO","PRODUCCION","poweredOn","virtual",95,16.65825,78.34175
"4109","tqgscproohse03","QRO","PRODUCCION","poweredOn","virtual",95,10.792,84.208
"4110","tqgscproohse04","QRO","PRODUCCION","poweredOn","virtual",95,13.509,81.491
"4111","tqgscproorcl01","QRO","PRODUCCION","poweredOn","virtual",1648,148.664,1499.336
"4112","tqgscproorcl02","QRO","PRODUCCION","poweredOn","virtual",1648,180.3652,1467.6348
"4113","tqgscproorcl03","QRO","PRODUCCION","poweredOn","virtual",1648,148.664,1499.336
"4114","tqgscproorcl04","QRO","PRODUCCION","poweredOn","virtual",1648,180.3652,1467.6348
"4115","tqgscprowebc01","QRO","PRODUCCION","poweredOn","virtual",181,24.1816,156.8184
"4116","tqgscprowebc02","QRO","PRODUCCION","poweredOn","virtual",181,24.1816,156.8184
"4117","tqgscprowebc03","QRO","PRODUCCION","poweredOn","virtual",181,24.06395,156.93605
"4118","tqgscprowebc04","QRO","PRODUCCION","poweredOn","virtual",181,24.1816,156.8184
"4119","tqgscprowebc05","QRO","PRODUCCION","poweredOn","virtual",181,24.06395,156.93605
"4120","tqgscprowebc06","QRO","PRODUCCION","poweredOn","virtual",181,24.1816,156.8184
"4121","tqgscprowebc07","QRO","PRODUCCION","poweredOn","virtual",181,79.28705,101.71295
"4122","tqgscprowebc08","QRO","PRODUCCION","poweredOn","virtual",181,73.85705,107.14295
"4123","tqgscprowebc09","QRO","PRODUCCION","poweredOn","virtual",181,73.85705,107.14295
"4124","tqgscprowebc10","QRO","PRODUCCION","poweredOn","virtual",181,73.85705,107.14295
"4125","tqgscprowebe01","QRO","PRODUCCION","poweredOn","virtual",181,24.06395,156.93605
"4126","tqgscprowebe02","QRO","PRODUCCION","poweredOn","virtual",181,24.1816,156.8184
"4127","tqgscprowebe03","QRO","PRODUCCION","poweredOn","virtual",181,24.06395,156.93605
"4128","tqgscprowebe04","QRO","PRODUCCION","poweredOn","virtual",181,24.06395,156.93605
"4129","tqgscprowebe05","QRO","PRODUCCION","poweredOn","virtual",181,41.1413,139.8587
"4130","tqgscprowebe06","QRO","PRODUCCION","poweredOn","virtual",181,41.1413,139.8587
"4131","tqgscprowebe07","QRO","PRODUCCION","poweredOn","virtual",181,41.1413,139.8587
"4132","tqgscprowebe08","QRO","PRODUCCION","poweredOn","virtual",181,41.1413,139.8587
"4133","tqgscuatcohc01","QRO","UAT","poweredOn","virtual",181,25.7925,155.2075
"4134","tqgscuatcohc02","QRO","UAT","poweredOn","virtual",181,26.2269,154.7731
"4135","tqgscuatcohe01","QRO","UAT","poweredOn","virtual",181,22.68835,158.31165
"4136","tqgscuatcohe02","QRO","UAT","poweredOn","virtual",181,63.1509,117.8491
"4137","tqgscuatohsc01","QRO","UAT","poweredOn","virtual",95,15.447,79.553
"4138","tqgscuatohsc02","QRO","UAT","poweredOn","virtual",95,17.328,77.672
"4139","tqgscuatohse01","QRO","UAT","poweredOn","virtual",95,17.328,77.672
"4140","tqgscuatohse02","QRO","UAT","poweredOn","virtual",95,15.447,79.553
"4141","tqgscuatwbls01","QRO","UAT","poweredOn","virtual",141,22.0242,118.9758
"4142","tqgscuatwbls02","QRO","UAT","poweredOn","virtual",141,22.0242,118.9758
"4143","tqgscuatwebc01","QRO","UAT","poweredOn","virtual",181,45.2319,135.7681
"4144","tqgscuatwebc02","QRO","UAT","poweredOn","virtual",181,25.7925,155.2075
"4145","tqgscuatwebc03","QRO","UAT","poweredOn","virtual",181,40.2544,140.7456
"4146","tqgscuatwebe01","QRO","UAT","poweredOn","virtual",181,25.7925,155.2075
"4147","tqgscuatwebe02","QRO","UAT","poweredOn","virtual",181,26.2269,154.7731
"4148","tqgscuatwebe03","QRO","UAT","poweredOn","virtual",181,22.68835,158.31165
"4149","tqhecproiisx01","QRO","PRODUCCION","poweredOn","virtual",264,55.7304,208.2696
"4150","tqhecpromsql01","QRO","PRODUCCION","poweredOn","virtual",2197.998046875,724.049520263672,1473.94852661133
"4151","tqherproapch01","QRO","PRODUCCION","poweredOn","virtual",69,10.41555,58.58445
"4152","tqherproapch02","QRO","PRODUCCION","poweredOn","virtual",69,7.8384,61.1616
"4153","tqherproapch03","QRO","PRODUCCION","poweredOn","virtual",69,7.9557,61.0443
"4154","tqherproiisx01","QRO","PRODUCCION","poweredOn","virtual",104,11.8144,92.1856
"4155","tqherprosapp01","QRO","PRODUCCION","poweredOn","virtual",32,7.3216,24.6784
"4156","tqidcproactd01","QRO","PRODUCCION","poweredOn","virtual",96,56.2656,39.7344
"4157","tqidcproactd02","QRO","PRODUCCION","poweredOn","virtual",96,57.9984375,38.0015625
"4158","tqidcprobizt01","QRO","PRODUCCION","poweredOn","virtual",163,52.12265,110.87735
"4159","tqidcprobizt02","QRO","PRODUCCION","poweredOn","virtual",163,103.8473,59.1527
"4160","tqidcprobizt03","QRO","PRODUCCION","poweredOn","virtual",163,103.8473,59.1527
"4161","tqidcprobizt04","QRO","PRODUCCION","poweredOn","virtual",27,14.4126,12.5874
"4162","tqidcprobizt05","QRO","PRODUCCION","poweredOn","virtual",67,35.7646,31.2354
"4163","tqidcprobizt06","QRO","PRODUCCION","poweredOn","virtual",67,38.68245,28.31755
"4164","tqidcprobizt07","QRO","PRODUCCION","poweredOn","virtual",67,22.512,44.488
"4165","tqidcprobizt08","QRO","PRODUCCION","poweredOn","virtual",99,44.3823125,54.6176875
"4166","tqidcprobizt09","QRO","PRODUCCION","poweredOn","virtual",67,35.7646,31.2354
"4167","tqidcprobizt10","QRO","PRODUCCION","poweredOn","virtual",67,38.68245,28.31755
"4168","tqidcprobizt11","QRO","PRODUCCION","poweredOn","virtual",36,20.7846,15.2154
"4169","tqidcprobizt12","QRO","PRODUCCION","poweredOn","virtual",36,20.7846,15.2154
"4170","tqidcprobizt13","QRO","PRODUCCION","poweredOn","virtual",36,12.096,23.904
"4171","tqidcprobizt14","QRO","PRODUCCION","poweredOn","virtual",36,12.096,23.904
"4172","tqidcprobizt15","QRO","PRODUCCION","poweredOn","virtual",36,19.2168,16.7832
"4173","tqidcprobizt16","QRO","PRODUCCION","poweredOn","virtual",36,19.2168,16.7832
"4174","tqidcprobizt17","QRO","PRODUCCION","poweredOn","virtual",264,103.7287,160.2713
"4175","tqidcprobizt18","QRO","PRODUCCION","poweredOn","virtual",264,103.7287,160.2713
"4176","tqidcprobizt19","QRO","PRODUCCION","poweredOn","virtual",136,17.7412,118.2588
"4177","tqidcprobizt20","QRO","PRODUCCION","poweredOn","virtual",136,17.7412,118.2588
"4178","tqidcprobizt21","QRO","PRODUCCION","poweredOn","virtual",136,17.7412,118.2588
"4179","tqidcprobizt22","QRO","PRODUCCION","poweredOn","virtual",136,17.7412,118.2588
"4180","tqidcprobizt23","QRO","PRODUCCION","poweredOn","virtual",136,17.7412,118.2588
"4181","tqidcprobizt24","QRO","PRODUCCION","poweredOn","virtual",136,17.7412,118.2588
"4182","tqidcprobizt25","QRO","PRODUCCION","poweredOn","virtual",136,17.7412,118.2588
"4183","tqidcprobizt26","QRO","PRODUCCION","poweredOn","virtual",136,17.7412,118.2588
"4184","tqidcprobizt27","QRO","PRODUCCION","poweredOn","virtual",36,4.6962,31.3038
"4185","tqidcprobizt28","QRO","PRODUCCION","poweredOn","virtual",36,4.6962,31.3038
"4186","tqidcprobizt29","QRO","PRODUCCION","poweredOn","virtual",36,4.6962,31.3038
"4187","tqidcprobizt30","QRO","PRODUCCION","poweredOn","virtual",36,9.612,26.388
"4188","tqidcprobizt31","QRO","PRODUCCION","poweredOn","virtual",36,9.612,26.388
"4189","tqidcprobizt32","QRO","PRODUCCION","poweredOn","virtual",36,13.8042,22.1958
"4190","tqidcprobizt33","QRO","PRODUCCION","poweredOn","virtual",64,39.9,24.1
"4191","tqidcprobizt34","QRO","PRODUCCION","poweredOn","virtual",128,36.5429793854531,91.4570206145469
"4192","tqidcprobizt35","QRO","PRODUCCION","poweredOn","virtual",128,50.8544,77.1456
"4193","tqidcprobizt37","QRO","PRODUCCION","poweredOn","virtual",128,4.0512,123.9488
"4194","tqidcprobizt38","QRO","PRODUCCION","poweredOn","virtual",128,28.2816,99.7184
"4195","tqidcprobizt39","QRO","PRODUCCION","poweredOn","virtual",128,82.912,45.088
"4196","tqidcprobizt40","QRO","PRODUCCION","poweredOn","virtual",128,28.2816,99.7184
"4197","tqidcprocas01","QRO","PRODUCCION","poweredOn","virtual",632,23.7,608.3
"4198","tqidcprocas02","QRO","PRODUCCION","poweredOn","virtual",632,23.7,608.3
"4199","tqidcproccmx01","QRO","PRODUCCION","poweredOn","virtual",96,56.2656,39.7344
"4200","tqidcprocgns01","QRO","PRODUCCION","poweredOn","virtual",332,22.161,309.839
"4201","tqidcprocgns02","QRO","PRODUCCION","poweredOn","virtual",332,67.728,264.272
"4202","tqidcprocomx01","QRO","PRODUCCION","poweredOn","virtual",96,56.2656,39.7344
"4203","tqidcprocomx02","QRO","PRODUCCION","poweredOn","virtual",96,56.2656,39.7344
"4204","tqidcprocomx03","QRO","PRODUCCION","poweredOn","virtual",96,56.2656,39.7344
"4205","tqidcprocomx04","QRO","PRODUCCION","poweredOn","virtual",96,56.2656,39.7344
"4206","tqidcprocomx05","QRO","PRODUCCION","poweredOn","virtual",292,190.0994140625,101.9005859375
"4207","tqidcprodnet01","QRO","PRODUCCION","poweredOn","virtual",116,54.114875,61.885125
"4208","tqidcprodnet02","QRO","PRODUCCION","poweredOn","virtual",116,46.802375,69.197625
"4209","tqidcprodnet03","QRO","PRODUCCION","poweredOn","virtual",116,60.3539375,55.6460625
"4210","tqidcprodnet04","QRO","PRODUCCION","poweredOn","virtual",116,46.802375,69.197625
"4211","tqidcprodnet05","QRO","PRODUCCION","poweredOn","virtual",116,45.9208,70.0792
"4212","tqidcprodnet06","QRO","PRODUCCION","poweredOn","virtual",116,60.1805,55.8195
"4213","tqidcprodnet07","QRO","PRODUCCION","poweredOn","virtual",116,60.3539375,55.6460625
"4214","tqidcprodnet08","QRO","PRODUCCION","poweredOn","virtual",116,60.3539375,55.6460625
"4215","tqidcprodnet09","QRO","PRODUCCION","poweredOn","virtual",116,60.1805,55.8195
"4216","tqidcprodnet10","QRO","PRODUCCION","poweredOn","virtual",116,60.3539375,55.6460625
"4217","tqidcprodnet11","QRO","PRODUCCION","poweredOn","virtual",116,54.114875,61.885125
"4218","tqidcprodnet12","QRO","PRODUCCION","poweredOn","virtual",116,74.98,41.02
"4219","tqidcprodnet13","QRO","PRODUCCION","poweredOn","virtual",116,22.3704,93.6296
"4220","tqidcprodnet14","QRO","PRODUCCION","poweredOn","virtual",116,65.7204078125,50.2795921875
"4221","tqidcprodnet15","QRO","PRODUCCION","poweredOn","virtual",116,64.6934,51.3066
"4222","tqidcprodnet16","QRO","PRODUCCION","poweredOn","virtual",162,101.469,60.531
"4223","tqidcprodnet17","QRO","PRODUCCION","poweredOn","virtual",36,10.4112,25.5888
"4224","tqidcprodnet18","QRO","PRODUCCION","poweredOn","virtual",130,40.96823359375,89.03176640625
"4225","tqidcprodnet19","QRO","PRODUCCION","poweredOn","virtual",66,29.22834375,36.77165625
"4226","tqidcprodnet20","QRO","PRODUCCION","poweredOn","virtual",66,24.7827,41.2173
"4227","tqidcprodnet21","QRO","PRODUCCION","poweredOn","virtual",162,57.0312,104.9688
"4228","tqidcprodnet22","QRO","PRODUCCION","poweredOn","virtual",66,24.7827,41.2173
"4229","tqidcprodnet23","QRO","PRODUCCION","poweredOn","virtual",66,25.0725,40.9275
"4230","tqidcprodnet24","QRO","PRODUCCION","poweredOn","virtual",66,24.62172265625,41.37827734375
"4231","tqidcprodnet25","QRO","PRODUCCION","poweredOn","virtual",66,26.5062,39.4938
"4232","tqidcprodnet26","QRO","PRODUCCION","poweredOn","virtual",36,10.4112,25.5888
"4233","tqidcprodnet27","QRO","PRODUCCION","poweredOn","virtual",162,43.738,118.262
"4234","tqidcprodnet28","QRO","PRODUCCION","poweredOn","virtual",36,11.1700625,24.8299375
"4235","tqidcprodnet29","QRO","PRODUCCION","poweredOn","virtual",36,10.4112,25.5888
"4236","tqidcprodnet30","QRO","PRODUCCION","poweredOn","virtual",66,39.125542823804,26.874457176196
"4237","tqidcprodnet31","QRO","PRODUCCION","poweredOn","virtual",36,10.4112,25.5888
"4238","tqidcprodnet32","QRO","PRODUCCION","poweredOn","virtual",96,53.3625,42.6375
"4239","tqidcprodnet33","QRO","PRODUCCION","poweredOn","virtual",96,38.1984375,57.8015625
"4240","tqidcprodnet34","QRO","PRODUCCION","poweredOn","virtual",96,78.3650196907818,17.6349803092182
"4241","tqidcprodnet35","QRO","PRODUCCION","poweredOn","virtual",96,47.296875,48.703125
"4242","tqidcprodnet36","QRO","PRODUCCION","poweredOn","virtual",128,69.975,58.025
"4243","tqidcprodnet37","QRO","PRODUCCION","poweredOn","virtual",128,74.5125,53.4875
"4244","tqidcprodnet38","QRO","PRODUCCION","poweredOn","virtual",126,111.959159859977,14.0408401400234
"4245","tqidcprodnet39","QRO","PRODUCCION","poweredOn","virtual",162,124.427759859977,37.5722401400234
"4246","tqidcprodnet40","QRO","PRODUCCION","poweredOn","virtual",120,28.794,91.206
"4247","tqidcprodnet41","QRO","PRODUCCION","poweredOn","virtual",120,28.794,91.206
"4248","tqidcprodnet42","QRO","PRODUCCION","poweredOn","virtual",126,29.7297,96.2703
"4249","tqidcprodnet43","QRO","PRODUCCION","poweredOn","virtual",126,30.2337,95.7663
"4250","tqidcprodnet44","QRO","PRODUCCION","poweredOn","virtual",162,88.95595703125,73.04404296875
"4251","tqidcprodnet45","QRO","PRODUCCION","poweredOn","virtual",162,84.9216796875,77.0783203125
"4252","tqidcprodnet46","QRO","PRODUCCION","poweredOn","virtual",162,65.63017578125,96.36982421875
"4253","tqidcprodnet47","QRO","PRODUCCION","poweredOn","virtual",162,76.960546875,85.039453125
"4254","tqidcprodnet48","QRO","PRODUCCION","poweredOn","virtual",162,67.362890625,94.637109375
"4255","tqidcprodnet49","QRO","PRODUCCION","poweredOn","virtual",162,65.63017578125,96.36982421875
"4256","tqidcprofiel01","QRO","PRODUCCION","poweredOn","virtual",332,22.161,309.839
"4257","tqidcprofiel02","QRO","PRODUCCION","poweredOn","virtual",332,67.728,264.272
"4258","tqidcprofiel03","QRO","PRODUCCION","poweredOn","virtual",332,67.728,264.272
"4259","tqidcprofiel04","QRO","PRODUCCION","poweredOn","virtual",332,7.2542,324.7458
"4260","tqidcprofscl01","QRO","PRODUCCION","poweredOn","virtual",68,39.1512,28.8488
"4261","tqidcprofscl02","QRO","PRODUCCION","poweredOn","virtual",68,39.1512,28.8488
"4262","tqidcproiisx01","QRO","PRODUCCION","poweredOn","virtual",116,37.43125,78.56875
"4263","tqidcproiisx02","QRO","PRODUCCION","poweredOn","virtual",20,9.57421875,10.42578125
"4264","tqidcproiisx03","QRO","PRODUCCION","poweredOn","virtual",20,7.787,12.213
"4265","tqidcproiisx04","QRO","PRODUCCION","poweredOn","virtual",20,9.654296875,10.345703125
"4266","tqidcproiisx05","QRO","PRODUCCION","poweredOn","virtual",20,7.787,12.213
"4267","tqidcproiisx06","QRO","PRODUCCION","poweredOn","virtual",20,7.787,12.213
"4268","tqidcproiisx07","QRO","PRODUCCION","poweredOn","virtual",20,9.57421875,10.42578125
"4269","tqidcproiisx08","QRO","PRODUCCION","poweredOn","virtual",20,9.57421875,10.42578125
"4270","tqidcproiisx09","QRO","PRODUCCION","poweredOn","virtual",20,9.772,10.228
"4271","tqidcproiisx10","QRO","PRODUCCION","poweredOn","virtual",20,9.772,10.228
"4272","tqidcproiisx11","QRO","PRODUCCION","poweredOn","virtual",20,9.57421875,10.42578125
"4273","tqidcproiisx12","QRO","PRODUCCION","poweredOn","virtual",20,9.772,10.228
"4274","tqidcproiisx13","QRO","PRODUCCION","poweredOn","virtual",20,9.654296875,10.345703125
"4275","tqidcproiisx14","QRO","PRODUCCION","poweredOn","virtual",20,7.787,12.213
"4276","tqidcproiisx15","QRO","PRODUCCION","poweredOn","virtual",20,9.57421875,10.42578125
"4277","tqidcproiisx16","QRO","PRODUCCION","poweredOn","virtual",20,9.57421875,10.42578125
"4278","tqidcproiisx17","QRO","PRODUCCION","poweredOn","virtual",70,35.46728515625,34.53271484375
"4279","tqidcproiisx18","QRO","PRODUCCION","poweredOn","virtual",70,37.48681640625,32.51318359375
"4280","tqidcproiisx19","QRO","PRODUCCION","poweredOn","virtual",50,18.5225,31.4775
"4281","tqidcproiisx20","QRO","PRODUCCION","poweredOn","virtual",70,10.732125,59.267875
"4282","tqidcproiisx21","QRO","PRODUCCION","poweredOn","virtual",134,55.474453125,78.525546875
"4283","tqidcproiisx22","QRO","PRODUCCION","poweredOn","virtual",70,25.6650390625,44.3349609375
"4284","tqidcproiisx23","QRO","PRODUCCION","poweredOn","virtual",70,26.1975,43.8025
"4285","tqidcproiisx24","QRO","PRODUCCION","poweredOn","virtual",166,54.9425,111.0575
"4286","tqidcproiisx25","QRO","PRODUCCION","poweredOn","virtual",70,34.5845,35.4155
"4287","tqidcproiisx26","QRO","PRODUCCION","poweredOn","virtual",70,14.747125,55.252875
"4288","tqidcproiisx27","QRO","PRODUCCION","poweredOn","virtual",70,34.22705078125,35.77294921875
"4289","tqidcproiisx28","QRO","PRODUCCION","poweredOn","virtual",166,49.1692,116.8308
"4290","tqidcproiisx29","QRO","PRODUCCION","poweredOn","virtual",70,25.2745859375,44.7254140625
"4291","tqidcproiisx30","QRO","PRODUCCION","poweredOn","virtual",70,16.503125,53.496875
"4292","tqidcproiisx31","QRO","PRODUCCION","poweredOn","virtual",70,14.4079148191365,55.5920851808635
"4293","tqidcproiisx32","QRO","PRODUCCION","poweredOn","virtual",70,35.3635,34.6365
"4294","tqidcproiisx33","QRO","PRODUCCION","poweredOn","virtual",146,69.150390625,76.849609375
"4295","tqidcproiisx34","QRO","PRODUCCION","poweredOn","virtual",146,69.150390625,76.849609375
"4296","tqidcproiisx35","QRO","PRODUCCION","poweredOn","virtual",146,69.150390625,76.849609375
"4297","tqidcproiisx36","QRO","PRODUCCION","poweredOn","virtual",146,69.150390625,76.849609375
"4298","tqidcproiisx37","QRO","PRODUCCION","poweredOff","virtual",146,69.150390625,76.849609375
"4299","tqidcproiisx38","QRO","PRODUCCION","poweredOn","virtual",166,42.83574609375,123.16425390625
"4300","tqidcproiisx39","QRO","PRODUCCION","poweredOn","virtual",166,35.448546875,130.551453125
"4301","tqidcproiisx40","QRO","PRODUCCION","poweredOn","virtual",166,40.9744375,125.0255625
"4302","tqidcproiisx41","QRO","PRODUCCION","poweredOn","virtual",166,45.793578125,120.206421875
"4303","tqidcpromsas01","QRO","PRODUCCION","poweredOn","virtual",527.857421875,97.5480515625,430.3093703125
"4304","tqidcpromsas02","QRO","PRODUCCION","poweredOn","virtual",527.857421875,97.5480515625,430.3093703125
"4305","tqidcpromshp01","QRO","PRODUCCION","poweredOn","virtual",64,14.5997666277713,49.4002333722287
"4306","tqidcpromshp02","QRO","PRODUCCION","poweredOn","virtual",64,14.5997666277713,49.4002333722287
"4307","tqidcpromshp03","QRO","PRODUCCION","poweredOn","virtual",128,22.6432,105.3568
"4308","tqidcpromshp04","QRO","PRODUCCION","poweredOn","virtual",128,22.6432,105.3568
"4309","tqidcpromshp05","QRO","PRODUCCION","poweredOn","virtual",128,32.48,95.52
"4310","tqidcpromshp06","QRO","PRODUCCION","poweredOn","virtual",128,32.48,95.52
"4311","tqidcpromsql30","QRO","PRODUCCION","poweredOn","virtual",3351.15234375,921.466689338684,2429.68565441132
"4312","tqidcpromsql31","QRO","PRODUCCION","poweredOn","virtual",3351.15234375,994.392419026184,2356.75992472382
"4313","tqidcpromsrs01","QRO","PRODUCCION","poweredOn","virtual",128,74.5125,53.4875
"4314","tqidcpromsrs02","QRO","PRODUCCION","poweredOn","virtual",128,4.20371161981693,123.796288380183
"4315","tqidcpronetf01","QRO","PRODUCCION","poweredOff","virtual",93.9033203125,29.1063611984253,64.7969591140747
"4316","tqidcpronetf02","QRO","PRODUCCION","poweredOff","virtual",93.9033203125,29.1063611984253,64.7969591140747
"4317","tqidcpronetf04","QRO","PRODUCCION","poweredOff","virtual",93.9189453125,50.0541019042969,43.8648434082031
"4318","tqidcpronetf05","QRO","PRODUCCION","poweredOff","virtual",93.9189453125,42.0052482910156,51.9136970214844
