"","servidor","DataCenter","tipo","Powerstate","fv","capacidad_total","capacidad_usada","capacidad_asignada"
"114","TQESXAPPSPAC145","QRO","ESX","poweredOn","fisico",118.314285714286,50.6925196506275,67.6217660636582
"115","TQESXAPPSPAC147","QRO","ESX","poweredOn","fisico",118.314285714286,50.6925196506275,67.6217660636582
"116","TQESXAPPSPAC148","QRO","ESX","poweredOn","fisico",118.314285714286,50.6925196506275,67.6217660636582
"117","TQESXAPPSPAC153","QRO","ESX","poweredOn","fisico",118.314285714286,50.6925196506275,67.6217660636582
"118","TQESXAPPSPAC154","QRO","ESX","poweredOn","fisico",118.314285714286,50.6925196506275,67.6217660636582
"119","TQESXAPPSPAC171","QRO","ESX","poweredOn","fisico",99.5,57.7610851808635,41.7389148191365
"120","TQESXAPPSPAC173","QRO","ESX","poweredOn","fisico",99.5,57.7610851808635,41.7389148191365
"121","TQESXAPPSPAC174","QRO","ESX","poweredOn","fisico",119.94,53.1694010112797,66.7705989887203
"122","TQESXAPPSPAC18","QRO","ESX","poweredOn","fisico",13.325,1.3871533203125,11.9378466796875
"123","TQESXAPPSPAC181","QRO","ESX","poweredOn","fisico",119.94,53.1694010112797,66.7705989887203
"124","TQESXAPPSPAC182","QRO","ESX","poweredOn","fisico",119.94,53.1694010112797,66.7705989887203
"125","TQESXAPPSPAC185","QRO","ESX","poweredOn","fisico",99.5,57.7610851808635,41.7389148191365
"126","TQESXAPPSPAC187","QRO","ESX","poweredOn","fisico",119.94,53.1694010112797,66.7705989887203
"127","TQESXAPPSPAC188","QRO","ESX","poweredOn","fisico",119.94,53.1694010112797,66.7705989887203
"128","TQESXAPPSPAC19","QRO","ESX","poweredOn","fisico",153.5,88.477365217402,65.0226347825979
"129","TQESXAPPSPAC20","QRO","ESX","poweredOn","fisico",153.5,88.477365217402,65.0226347825979
"130","TQESXAPPSPAC201","QRO","ESX","poweredOn","fisico",2423.08214285714,1578.24512385129,844.837019005853
"131","TQESXAPPSPAC202","QRO","ESX","poweredOn","fisico",1270.38928571429,900.783925794448,369.605359919837
"132","TQESXAPPSPAC203","QRO","ESX","poweredOn","fisico",1274.78928571429,901.929487924626,372.85979778966
"133","TQESXAPPSPAC205","QRO","ESX","poweredOn","fisico",2423.08214285714,1578.24512385129,844.837019005853
"134","TQESXAPPSPAC206","QRO","ESX","poweredOn","fisico",2427.88214285714,1579.68512385129,848.197019005853
"135","TQESXAPPSPAC207","QRO","ESX","poweredOn","fisico",2427.68214285714,1579.56762385129,848.114519005853
"136","TQESXAPPSPAC208","QRO","ESX","poweredOn","fisico",2427.68214285714,1579.56762385129,848.114519005853
"137","TQESXAPPSPAC209","QRO","ESX","poweredOn","fisico",1276.18928571429,902.774458338827,373.414827375459
"138","TQESXAPPSPAC21","QRO","ESX","poweredOn","fisico",13.325,1.3871533203125,11.9378466796875
"139","TQESXAPPSPAC210","QRO","ESX","poweredOn","fisico",1274.98928571429,902.035996800366,372.95328891392
"140","TQESXAPPSPAC211","QRO","ESX","poweredOn","fisico",5.8,1.9905325443787,3.8094674556213
"141","TQESXAPPSPAC217","QRO","ESX","poweredOn","fisico",2427.78214285714,1579.62574885129,848.156394005853
"142","TQESXAPPSPAC218","QRO","ESX","poweredOn","fisico",2427.68214285714,1579.56762385129,848.114519005853
"143","TQESXAPPSPAC219","QRO","ESX","poweredOn","fisico",1276.38928571429,902.914103309241,373.475182405044
"144","TQESXAPPSPAC22","QRO","ESX","poweredOn","fisico",13.325,1.3871533203125,11.9378466796875
"145","TQESXAPPSPAC220","QRO","ESX","poweredOn","fisico",1275.18928571429,902.147239403916,373.04204631037
"146","TQESXAPPSPAC221","QRO","ESX","poweredOn","fisico",1274.78928571429,901.929487924626,372.85979778966
"147","TQESXAPPSPAC226","QRO","ESX","poweredOn","fisico",11548.9666666667,8508.67379442019,3040.29287224647
"148","TQESXAPPSPAC228","QRO","ESX","poweredOn","fisico",3094.4,1066.61456189409,2027.78543810591
"149","TQESXAPPSPAC229","QRO","ESX","poweredOn","fisico",11548.9666666667,8508.67379442019,3040.29287224647
"150","TQESXAPPSPAC23","QRO","ESX","poweredOn","fisico",13.325,1.3871533203125,11.9378466796875
"151","TQESXAPPSPAC234","QRO","ESX","poweredOn","fisico",11548.9666666667,8508.67379442019,3040.29287224647
"152","TQESXAPPSPAC28","QRO","ESX","poweredOn","fisico",222.5,86.7594224773243,135.740577522676
"153","TQESXAPPSPAC304","QRO","ESX","poweredOn","fisico",10205.4535714286,3988.33331929253,6217.12025213604
"154","TQESXAPPSPAC31","QRO","ESX","poweredOn","fisico",13.8,4.5889156626506,9.2110843373494
"155","TQESXAPPSPAC32","QRO","ESX","poweredOn","fisico",13.8,4.5889156626506,9.2110843373494
"156","TQESXAPPSPAC35","QRO","ESX","poweredOn","fisico",222.5,86.7594224773243,135.740577522676
"157","TQESXAPPSPAC36","QRO","ESX","poweredOn","fisico",321.728571428571,120.519896807681,201.20867462089
"158","TQESXAPPSPAC38","QRO","ESX","poweredOn","fisico",113.028571428571,38.3493899930077,74.6791814355637
"159","TQESXAPPSPAC40","QRO","ESX","poweredOn","fisico",113.028571428571,38.3493899930077,74.6791814355637
"160","TQESXAPPSPAC41","QRO","ESX","poweredOn","fisico",113.028571428571,38.3493899930077,74.6791814355637
"161","TQESXAPPSPAC43","QRO","ESX","poweredOn","fisico",113.028571428571,38.3493899930077,74.6791814355637
"162","TQESXAPPSPAC516","QRO","ESX","poweredOn","fisico",408.4,88.137365,320.262635
"163","TQESXAPPSPAC517","QRO","ESX","poweredOn","fisico",408.4,88.137365,320.262635
"164","TQESXAPPSPAC58","QRO","ESX","poweredOn","fisico",4169.85,3288.91622078006,880.933779219945
"165","TQESXAPPSPAC59","QRO","ESX","poweredOn","fisico",46.75,4.2686767578125,42.4813232421875
"166","TQESXAPPSPAC64","QRO","ESX","poweredOn","fisico",412.233333333333,254.904481666667,157.328851666667
"167","TQESXAPPSPAC65","QRO","ESX","poweredOn","fisico",99.2285714285714,33.7604743303571,65.4680970982143
"168","TQESXAPPSPAC67","QRO","ESX","poweredOn","fisico",412.233333333333,254.904481666667,157.328851666667
"169","TQESXAPPSPAC73","QRO","ESX","poweredOn","fisico",412.233333333333,254.904481666667,157.328851666667
"170","TQESXAPPSPAC83","QRO","ESX","poweredOn","fisico",103.375,82.7231186283596,20.6518813716404
"171","TQESXAPPSRM01","QRO","ESX","poweredOn","fisico",982.716666666667,387.606618492064,595.110048174603
"172","TQESXAPPSRM02","QRO","ESX","poweredOn","fisico",74.4,15.468384390501,58.931615609499
"173","TQESXBDSRM01","QRO","ESX","poweredOn","fisico",2021.86666666667,444.185627242064,1577.6810394246
"174","TQESXBDSRM02","QRO","ESX","poweredOn","fisico",306.1,65.810403765501,240.289596234499
"175","TQESXBOSSPAC02","QRO","ESX","poweredOn","fisico",561.2,314.94544,246.25456
"176","TQESXBOSSPAC03","QRO","ESX","poweredOn","fisico",561.2,314.94544,246.25456
"177","TQESXDBSPAC02","QRO","ESX","poweredOn","fisico",1012.65,636.756402914672,375.893597085327
"178","TQESXDBSPAC03","QRO","ESX","poweredOn","fisico",1264.39285714286,864.021394132471,400.371463010386
"179","TQESXDBSPAC04","QRO","ESX","poweredOn","fisico",1264.41785714286,864.02139557923,400.396461563627
"180","TQESXDBSPAC05","QRO","ESX","poweredOn","fisico",1264.39285714286,864.021394132471,400.371463010386
"181","TQESXDBSPAC07","QRO","ESX","poweredOn","fisico",1280.575,757.226357686986,523.348642313014
"182","TQESXDBSPAC08","QRO","ESX","poweredOn","fisico",1264.39285714286,864.021394132471,400.371463010386
"183","TQESXDBSPAC09","QRO","ESX","poweredOn","fisico",1264.41785714286,864.02139557923,400.396461563627
"184","TQESXDBSPAC10","QRO","ESX","poweredOn","fisico",3345.61785714286,2823.97880071316,521.639056429698
"185","TQESXDBSPAC11","QRO","ESX","poweredOn","fisico",218.766666666667,147.918568652139,70.8480980145278
"186","TQESXDBSPAC12","QRO","ESX","poweredOn","fisico",240.466666666667,152.627468652139,87.8391980145279
"187","TQESXDBSPAC13","QRO","ESX","poweredOn","fisico",218.766666666667,147.918568652139,70.8480980145278
"188","TQESXDBSPAC201","QRO","ESX","poweredOn","fisico",3168.7,1831.01137099977,1337.68862900023
"189","TQESXDBSPAC202","QRO","ESX","poweredOn","fisico",6.8,2.89,3.91
"190","TQESXDBSPAC208","QRO","ESX","poweredOn","fisico",5151.7,3696.84785019531,1454.85214980469
"191","TQESXDBXSPAC02","QRO","ESX","poweredOn","fisico",251.742857142857,227.264991217799,24.4778659250586
"192","TQESXLABSPAC01","QRO","ESX","poweredOn","fisico",948.2,532.791498898484,415.408501101516
"193","TQESXLABSPAC02","QRO","ESX","poweredOn","fisico",947.8,532.573747419194,415.226252580806
"194","TQESXLABSPAC03","QRO","ESX","poweredOn","fisico",948.1,532.735285880733,415.364714119267
"195","TQESXLABSPAC04","QRO","ESX","poweredOn","fisico",947.9,532.626410141088,415.273589858912
"196","TQESXWEBSPAC02","QRO","ESX","poweredOn","fisico",434.655555555556,220.33596946649,214.319586089065
"197","TQESXWEBSPAC04","QRO","ESX","poweredOn","fisico",434.655555555556,220.33596946649,214.319586089065
"198","TQESXWEBSPAC05","QRO","ESX","poweredOn","fisico",434.655555555556,220.33596946649,214.319586089065
"199","TQESXWEBSPAC06","QRO","ESX","poweredOn","fisico",434.655555555556,220.33596946649,214.319586089065
"200","TQESXWEBSPAC08","QRO","ESX","poweredOn","fisico",45.5857142857143,28.2893843418348,17.2963299438795
"201","TQESXWEBSPAC09","QRO","ESX","poweredOn","fisico",45.5857142857143,28.2893843418348,17.2963299438795
"202","TQESXWEBSPAC100","QRO","ESX","poweredOn","fisico",21.8714285714286,6.51208812579874,15.3593404456298
"203","TQESXWEBSPAC101","QRO","ESX","poweredOn","fisico",21.8714285714286,6.51208812579874,15.3593404456298
"204","TQESXWEBSPAC102","QRO","ESX","poweredOn","fisico",53.31,10.5627051730844,42.7472948269156
"205","TQESXWEBSPAC103","QRO","ESX","poweredOn","fisico",53.31,10.5627051730844,42.7472948269156
"206","TQESXWEBSPAC104","QRO","ESX","poweredOn","fisico",33.35,6.6887106184364,26.6612893815636
"207","TQESXWEBSPAC106","QRO","ESX","poweredOn","fisico",18.02,2.51813691170751,15.5018630882925
"208","TQESXWEBSPAC108","QRO","ESX","poweredOn","fisico",18.02,2.51813691170751,15.5018630882925
"209","TQESXWEBSPAC110","QRO","ESX","poweredOn","fisico",251.566666666667,106.109743290548,145.456923376118
"210","TQESXWEBSPAC112","QRO","ESX","poweredOn","fisico",251.566666666667,106.109743290548,145.456923376118
"211","TQESXWEBSPAC13","QRO","ESX","poweredOn","fisico",363.44,162.3186640625,201.1213359375
"212","TQESXWEBSPAC132","QRO","ESX","poweredOn","fisico",117,26.736328125,90.263671875
"213","TQESXWEBSPAC14","QRO","ESX","poweredOn","fisico",363.44,162.3186640625,201.1213359375
"214","TQESXWEBSPAC16","QRO","ESX","poweredOn","fisico",45.5857142857143,28.2893843418348,17.2963299438795
"215","TQESXWEBSPAC17","QRO","ESX","poweredOn","fisico",45.5857142857143,28.2893843418348,17.2963299438795
"216","TQESXWEBSPAC18","QRO","ESX","poweredOn","fisico",45.5857142857143,28.2893843418348,17.2963299438795
"217","TQESXWEBSPAC19","QRO","ESX","poweredOn","fisico",45.5857142857143,28.2893843418348,17.2963299438795
"218","TQESXWEBSPAC20","QRO","ESX","poweredOn","fisico",45.5857142857143,28.2893843418348,17.2963299438795
"219","TQESXWEBSPAC200","QRO","ESX","poweredOn","fisico",614.325,371.282583061863,243.042416938137
"220","TQESXWEBSPAC201","QRO","ESX","poweredOn","fisico",609.825,370.016958061863,239.808041938137
"221","TQESXWEBSPAC202","QRO","ESX","poweredOn","fisico",609.825,370.016958061863,239.808041938137
"222","TQESXWEBSPAC206","QRO","ESX","poweredOn","fisico",614.625,371.456958061863,243.168041938137
"223","TQESXWEBSPAC217","QRO","ESX","poweredOn","fisico",1906.2,488.440445234375,1417.75955476562
"224","TQESXWEBSPAC218","QRO","ESX","poweredOn","fisico",7007.9,5849.05114856961,1158.84885143039
"225","TQESXWEBSPAC22","QRO","ESX","poweredOn","fisico",65.44,36.9901694915254,28.4498305084746
"226","TQESXWEBSPAC23","QRO","ESX","poweredOn","fisico",65.44,36.9901694915254,28.4498305084746
"227","TQESXWEBSPAC24","QRO","ESX","poweredOn","fisico",65.44,36.9901694915254,28.4498305084746
"228","TQESXWEBSPAC25","QRO","ESX","poweredOn","fisico",65.44,36.9901694915254,28.4498305084746
"229","TQESXWEBSPAC29","QRO","ESX","poweredOn","fisico",434.655555555556,220.33596946649,214.319586089065
"230","TQESXWEBSPAC30","QRO","ESX","poweredOn","fisico",434.655555555556,220.33596946649,214.319586089065
"231","TQESXWEBSPAC31","QRO","ESX","poweredOn","fisico",434.655555555556,220.33596946649,214.319586089065
"232","TQESXWEBSPAC32","QRO","ESX","poweredOn","fisico",363.44,162.3186640625,201.1213359375
"233","TQESXWEBSPAC35","QRO","ESX","poweredOn","fisico",363.44,162.3186640625,201.1213359375
"234","TQESXWEBSPAC36","QRO","ESX","poweredOn","fisico",434.655555555556,220.33596946649,214.319586089065
"235","TQESXWEBSPAC39","QRO","ESX","poweredOn","fisico",65.44,36.9901694915254,28.4498305084746
"236","TQESXWEBSPAC50","QRO","ESX","poweredOn","fisico",363.44,162.3186640625,201.1213359375
"237","TQESXWEBSPAC53","QRO","ESX","poweredOn","fisico",557.2,210.867412109375,346.332587890625
"238","TQESXWEBSPAC57","QRO","ESX","poweredOn","fisico",557.2,210.867412109375,346.332587890625
"239","TQESXWEBSPAC64","QRO","ESX","poweredOn","fisico",423.7875,181.320773189484,242.466726810516
"240","TQESXWEBSPAC65","QRO","ESX","poweredOn","fisico",423.7875,181.320773189484,242.466726810516
"241","TQESXWEBSPAC66","QRO","ESX","poweredOn","fisico",423.7875,181.320773189484,242.466726810516
"242","TQESXWEBSPAC67","QRO","ESX","poweredOn","fisico",423.7875,181.320773189484,242.466726810516
"243","TQESXWEBSPAC69","QRO","ESX","poweredOn","fisico",423.7875,181.320773189484,242.466726810516
"244","TQESXWEBSPAC71","QRO","ESX","poweredOn","fisico",423.7875,181.320773189484,242.466726810516
"245","TQESXWEBSPAC72","QRO","ESX","poweredOn","fisico",858.443055555556,401.656742655974,456.786312899581
"246","TQESXWEBSPAC78","QRO","ESX","poweredOn","fisico",423.7875,181.320773189484,242.466726810516
"247","TQESXWEBSPAC82","QRO","ESX","poweredOn","fisico",21.8714285714286,6.51208812579874,15.3593404456298
"248","TQESXWEBSPAC83","QRO","ESX","poweredOn","fisico",21.8714285714286,6.51208812579874,15.3593404456298
"249","TQESXWEBSPAC84","QRO","ESX","poweredOn","fisico",21.8714285714286,6.51208812579874,15.3593404456298
"250","TQESXWEBSPAC86","QRO","ESX","poweredOn","fisico",21.8714285714286,6.51208812579874,15.3593404456298
"251","TQESXWEBSPAC87","QRO","ESX","poweredOn","fisico",21.8714285714286,6.51208812579874,15.3593404456298
"252","TQESXWEBSPAC89","QRO","ESX","poweredOn","fisico",53.31,10.5627051730844,42.7472948269156
"253","TQESXWEBSPAC90","QRO","ESX","poweredOn","fisico",53.31,10.5627051730844,42.7472948269156
"254","TQESXWEBSPAC91","QRO","ESX","poweredOn","fisico",53.31,10.5627051730844,42.7472948269156
"255","TQESXWEBSPAC93","QRO","ESX","poweredOn","fisico",18.02,2.51813691170751,15.5018630882925
"256","TQESXWEBSPAC95","QRO","ESX","poweredOn","fisico",18.02,2.51813691170751,15.5018630882925
"257","TQESXWEBSPAC96","QRO","ESX","poweredOn","fisico",18.02,2.51813691170751,15.5018630882925
"258","TQESXWEBSPAC99","QRO","ESX","poweredOn","fisico",251.566666666667,106.109743290548,145.456923376118
"259","TQESXWEBSRM01","QRO","ESX","poweredOn","fisico",436.466666666667,84.9066734920635,351.559993174603
"260","TQESXWEBSRM02","QRO","ESX","poweredOn","fisico",212.05,77.810609390501,134.239390609499
"261","TQEVEPROORCL01","QRO","PRODUCCION","poweredOn","fisico",53.5,22.4120476190476,31.0879523809524
"262","TQEVEPROORCL02","QRO","PRODUCCION","poweredOn","fisico",43.8,22.7975476190476,21.0024523809524
"263","TQEVEPROORCL03","QRO","PRODUCCION","poweredOn","fisico",19.3,2.32115,16.97885
"264","TQEVEUATORCL01","QRO","UAT","poweredOn","fisico",80.2,47.4332142857143,32.7667857142857
"265","TQEVEUATORCL02","QRO","UAT","poweredOn","fisico",34.3,16.6696309523809,17.630369047619
"266","TQFOPPROORCL01","QRO","PRODUCCION","poweredOn","fisico",1156,991.487048964763,164.512951035237
"267","TQFOPPROORCL02","QRO","PRODUCCION","poweredOn","fisico",694.6,613.073848964763,81.5261510352373
"268","TQFOPPROORCL03","QRO","PRODUCCION","poweredOn","fisico",694.6,613.073848964763,81.5261510352373
"269","TQFOPUATORCL01","QRO","UAT","poweredOn","fisico",1258.85,1172.35378743784,86.4962125621595
"270","TQFOPUATORCL02","QRO","UAT","poweredOn","fisico",1258.85,1172.35378743784,86.4962125621595
"271","TQGDBPRORACG01","QRO","PRODUCCION","poweredOn","fisico",96.6,92.2090909090909,4.39090909090909
"272","TQGDBPRORACG02","QRO","PRODUCCION","poweredOn","fisico",0,0,0
"273","TQIDCPROFSCL03","QRO","PRODUCCION","poweredOn","fisico",9134.2,8093.96119125332,1040.23880874668
"274","TQIDCPROFSCL03_MIGRADO","QRO","PRODUCCION","poweredOn","fisico",13212.35,12230.0676830734,982.282316926554
"275","TQIDCPROFSCL04","QRO","PRODUCCION","poweredOn","fisico",9134.2,8093.96119125332,1040.23880874668
"276","TQIDCPROFSCL04_MIGRADO","QRO","PRODUCCION","poweredOn","fisico",14393.65,13445.5887387571,948.061261242936
"277","TQIDCPROFSCL05","QRO","PRODUCCION","poweredOn","fisico",22808.8,21713.4506835448,1095.34931645522
"278","TQIDCPROFSCL06","QRO","PRODUCCION","poweredOn","fisico",22666.3,21489.1400531965,1177.15994680348
"279","TQIDCPROMSQL01","QRO","PRODUCCION","poweredOn","fisico",3675.99230769231,3186.44433679967,489.547970892637
"280","TQIDCPROMSQL01_MG","QRO","PRODUCCION","poweredOn","fisico",3532.89230769231,3043.54405766499,489.348250027319
"281","TQIDCPROMSQL02","QRO","PRODUCCION","poweredOn","fisico",3680.84230769231,3187.79502571802,493.047281974284
"282","TQIDCPROMSQL02_MG","QRO","PRODUCCION","poweredOn","fisico",3537.84230769231,3045.09439766499,492.747910027319
"283","TQIDCPROMSQL03","QRO","PRODUCCION","poweredOn","fisico",3689.49230769231,3174.64033523652,514.851972455791
"284","TQIDCPROMSQL03_MIG","QRO","PRODUCCION","poweredOn","fisico",3559.29230769231,3056.34277766499,502.949530027319
"285","TQIDCPROMSQL04","QRO","PRODUCCION","poweredOn","fisico",3560.94230769231,3057.51295766499,503.429350027319
"286","TQIDCPROMSQL04_MG","QRO","PRODUCCION","poweredOn","fisico",3560.94230769231,3057.51295766499,503.429350027319
"287","TQIDCPROMSQL04_MIG","QRO","PRODUCCION","poweredOn","fisico",106.9,79.7460572226099,27.1539427773901
"288","TQIDCPROMSQL05","QRO","PRODUCCION","poweredOn","fisico",3569.89230769231,3064.61925766499,505.273050027319
"289","TQIDCPROMSQL05_MG","QRO","PRODUCCION","poweredOn","fisico",3569.89230769231,3064.61925766499,505.273050027319
"290","TQIDCPROMSQL05_MIG","QRO","PRODUCCION","poweredOn","fisico",141.4,139.525191905094,1.8748080949058
"291","TQIDCPROMSQL06","QRO","PRODUCCION","poweredOn","fisico",3698.89230769231,3172.16419172749,526.728115964819
"292","TQIDCPROMSQL06_BOOT","QRO","PRODUCCION","poweredOn","fisico",143,142.700628053036,0.299371946964413
"293","TQIDCPROMSQL07","QRO","PRODUCCION","poweredOn","fisico",3722.14230769231,3214.57156757427,507.570740118038
"294","TQIDCPROMSQL07_MIG","QRO","PRODUCCION","poweredOn","fisico",3580.64230769231,3074.84895766499,505.793350027319
"295","TQIDCPROMSQL09","QRO","PRODUCCION","poweredOn","fisico",353.1,228.098008333333,125.001991666667
"296","TQIDCPROMSQL09_MIGRADO","QRO","PRODUCCION","poweredOn","fisico",2810.55,2166.01191858017,644.53808141983
"297","TQIDCPROMSQL10","QRO","PRODUCCION","poweredOn","fisico",96,96,0
"298","TQIDCPROMSQL10_MIGRADO","QRO","PRODUCCION","poweredOn","fisico",2691.95,2206.93485363284,485.015146367163
"299","TQIDCPROMSQL11","QRO","PRODUCCION","poweredOn","fisico",96,96,0
"300","TQIDCPROMSQL11_2","QRO","PRODUCCION","poweredOn","fisico",733.95,598.68286759853,135.26713240147
"301","TQIDCPROMSQL11_MIGRADO","QRO","PRODUCCION","poweredOn","fisico",2278.85,1776.44406772412,502.405932275879
"302","TQIDCPROMSQL12","QRO","PRODUCCION","poweredOn","fisico",47.9,23.9001041666667,23.9998958333333
"303","TQIDCPROMSQL12_2","QRO","PRODUCCION","poweredOn","fisico",853.45,722.05665897177,131.39334102823
"304","TQIDCPROMSQL12_MIGRADO","QRO","PRODUCCION","poweredOn","fisico",2009.15,1524.46577189079,484.684228109213
"305","TQIDCPROMSQL15","QRO","PRODUCCION","poweredOn","fisico",91,33.7620197916667,57.2379802083333
"306","TQIDCPROMSQL15_MIGRADO","QRO","PRODUCCION","poweredOn","fisico",1800.35,1266.41401470329,533.935985296713
"307","TQIDCPROMSQL16","QRO","PRODUCCION","poweredOn","fisico",80.6,16.5743322916667,64.0256677083333
"308","TQIDCPROMSQL16_MIGRADO","QRO","PRODUCCION","poweredOn","fisico",1879.55,1305.11732001579,574.432679984213
"309","TQIDCPROMSQL17","QRO","PRODUCCION","poweredOn","fisico",990.2,727.998901741682,262.201098258318
"310","TQIDCPROMSQL18","QRO","PRODUCCION","poweredOn","fisico",993,725.390254682859,267.609745317142
"311","TQIDCSTRFSCL01","QRO","STRESS","poweredOn","fisico",135.8,134.924035608309,0.875964391691395
"312","TQIDCSTRFSCL02","QRO","STRESS","poweredOn","fisico",146.3,138.756379821958,7.54362017804154
"313","TQIDCSTRMSQL01","QRO","STRESS","poweredOn","fisico",72.425,50.5998567708333,21.8251432291667
