"","VM","Disk","Capacity.MB_tabvDisk","Path","Cluster","OS","DataCenter","Name","path_","Powerstate","Provisioned.MB_tabvInfo","Address","Capacity.MB","Provisioned.MB","In.Use.MB","Free.MB","wwn","Sym","Bound_Pool_Name","Flgs_EMPT","Total_GBs","Total_Allocated_GBs","Total_Allocated_GBs_pct","Total_Written_GBs","Total_Written_GBs_pct","Compressed_Size_Ratio_GBs","Compressed_Size_Ratio_GBs_pct","vmax","Physical","Config","Attr","conteo","Pct_Allocated_Sym","Capacidad_disk_toSym_real","Capacidad_disk_toSym_fantasia","Capacity.TB_tabvDisk"
"1","tragfpromsql01","Hard disk 5",1939865,"[snap-0a538ecb-trclmty02_16_NoConstruir_migración] tragfpromsql01/tragfpromsql01.vmdk","cpnbd02","Microsoft Windows Server 2012 (64-bit)","CPN","snap-0a538ecb-trclmty02_16_noconstruir_migraci<U+3E33663C>n"," tragfpromsql01/tragfpromsql01.vmdk","poweredOn",13413298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894.3994140625
"2","tratspromsql01","Hard disk 12",512000,"[snap-38316259-trclmty_70_NoConstruir_migración] tratspromsql01/tratspromsql01.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-38316259-trclmty_70_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500
"3","tratspromsql01","Hard disk 10",256000,"[snap-5abfb02e-trldmz01_NoConstruir_migración] tratspromsql01/tratspromsql01_11.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-5abfb02e-trldmz01_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01_11.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250
"4","tratspromsql01","Hard disk 9",3072009,"[snap-0c91bc8c-trldmz03_NoConstruir_migración] tratspromsql01/tratspromsql01_2.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-0c91bc8c-trldmz03_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01_2.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000.0087890625
"5","tratspromsql01","Hard disk 13",512000,"[snap-38316259-trclmty_70_NoConstruir_migración] tratspromsql01/tratspromsql01_1.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-38316259-trclmty_70_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01_1.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500
"6","tratspromsql01","Hard disk 7",1226833,"[snap-0c91bc8c-trldmz03_NoConstruir_migración] tratspromsql01/tratspromsql01.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-0c91bc8c-trldmz03_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198.0791015625
"7","tratspromsql01","Hard disk 8",3072009,"[snap-0c91bc8c-trldmz03_NoConstruir_migración] tratspromsql01/tratspromsql01_1.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-0c91bc8c-trldmz03_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01_1.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000.0087890625
"8","tratspromsql01","Hard disk 2",51200,"[snap-5abfb02e-trldmz01_NoConstruir_migración] tratspromsql01/tratspromsql01_1.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-5abfb02e-trldmz01_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01_1.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"9","tratspromsql01","Hard disk 6",819200,"[snap-5abfb02e-trldmz01_NoConstruir_migración] tratspromsql01/tratspromsql01_3.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-5abfb02e-trldmz01_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01_3.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800
"10","tratspromsql01","Hard disk 3",256000,"[snap-5abfb02e-trldmz01_NoConstruir_migración] tratspromsql01/tratspromsql01_2.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-5abfb02e-trldmz01_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01_2.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250
"11","tratspromsql01","Hard disk 4",614400,"[snap-33be5b09-trldmz02_NoConstruir_migración] tratspromsql01/tratspromsql01.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-33be5b09-trldmz02_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
"12","tratspromsql01","Hard disk 5",1228800,"[snap-33be5b09-trldmz02_NoConstruir_migración] tratspromsql01/tratspromsql01_1.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-33be5b09-trldmz02_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01_1.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200
"13","tratspromsql01","Hard disk 1",51200,"[snap-5abfb02e-trldmz01_NoConstruir_migración] tratspromsql01/tratspromsql01.vmdk","cpnbd02","Microsoft Windows Server 2008 R2 (64-bit)","CPN","snap-5abfb02e-trldmz01_noconstruir_migraci<U+3E33663C>n"," tratspromsql01/tratspromsql01.vmdk","poweredOn",13881397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
"14","tradpproprcs01","Hard disk 1",32768,"[tm_data_3] tradpproprcs01/tradpproprcs01.vmdk","trclmty06","Microsoft Windows Server 2008 (64-bit)","MTY","tm_data_3"," tradpproprcs01/tradpproprcs01.vmdk","poweredOff",86334,"naa.60000970000192603655533030444346",526336,70216,70216,456120,"60000970000192603655533030444346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"15","tradpproprcs01","Hard disk 2",20480,"[tm_data_3] tradpproprcs01/tradpproprcs01_1.vmdk","trclmty06","Microsoft Windows Server 2008 (64-bit)","MTY","tm_data_3"," tradpproprcs01/tradpproprcs01_1.vmdk","poweredOff",86334,"naa.60000970000192603655533030444346",526336,70216,70216,456120,"60000970000192603655533030444346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"16","trcpdprowasx02","Hard disk 2",46080,"[tm_data_33 (1)] trcpdprowasx02/trcpdprowasx02.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_33 (1)"," trcpdprowasx02/trcpdprowasx02.vmdk","poweredOn",122002,"naa.60000970000192603655533033454632",526336,56888,56888,469448,"60000970000192603655533033454632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"17","trcpdprowasx02","Hard disk 3",5120,"[tm_data_33 (1)] trcpdprowasx02/trcpdprowasx02_1.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_33 (1)"," trcpdprowasx02/trcpdprowasx02_1.vmdk","poweredOn",122002,"naa.60000970000192603655533033454632",526336,56888,56888,469448,"60000970000192603655533033454632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"18","trcpdprowasx02","Hard disk 4",5120,"[tm_data_33 (1)] trcpdprowasx02/trcpdprowasx02_2.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_33 (1)"," trcpdprowasx02/trcpdprowasx02_2.vmdk","poweredOn",122002,"naa.60000970000192603655533033454632",526336,56888,56888,469448,"60000970000192603655533033454632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"19","trcpdprowasx02","Hard disk 1",32768,"[tm_os_58] trcpdprowasx02/trcpdprowasx02.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_os_58"," trcpdprowasx02/trcpdprowasx02.vmdk","poweredOn",122002,"naa.60000970000192603655533033453738",526336,126672,126672,399664,"60000970000192603655533033453738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"20","trcsiproifmx01","Hard disk 2",153600,"[tm_data_vmax_1] trcsiproifmx01/trcsiproifmx01.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_vmax_1"," trcsiproifmx01/trcsiproifmx01.vmdk","suspended",221499,"naa.60000970000192603655533030313739",526336,154166,154166,372170,"60000970000192603655533030313739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150
"21","trcsiproifmx01","Hard disk 3",2048,"[tm_data_vmax_55] trcsiproifmx01/trcsiproifmx01.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_vmax_55"," trcsiproifmx01/trcsiproifmx01.vmdk","suspended",221499,"naa.60000970000192603655533031333939",526336,36436,36436,489900,"60000970000192603655533031333939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"22","trdwhprosoax04","Hard disk 4",2048,"[tm_data_75_P2_10krpm] trdwhprosoax04/trdwhprosoax04.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_75_p2_10krpm"," trdwhprosoax04/trdwhprosoax04.vmdk","suspended",118136,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"23","trdwhprosoax04","Hard disk 3",46080,"[tm_data_75_P2_10krpm] trdwhprosoax04/trdwhprosoax04_3.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_75_p2_10krpm"," trdwhprosoax04/trdwhprosoax04_3.vmdk","suspended",118136,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"24","trdwhprosoax04","Hard disk 2",4096,"[tm_data_75_P2_10krpm] trdwhprosoax04/trdwhprosoax04_2.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_75_p2_10krpm"," trdwhprosoax04/trdwhprosoax04_2.vmdk","suspended",118136,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"25","trdwhprosoax04","Hard disk 1",32768,"[tm_data_75_P2_10krpm] trdwhprosoax04/trdwhprosoax04_1.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_75_p2_10krpm"," trdwhprosoax04/trdwhprosoax04_1.vmdk","suspended",118136,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"26","trdwhprosoax07","Hard disk 1",32768,"[tm_os_56] trdwhprosoax07/trdwhprosoax07.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_os_56"," trdwhprosoax07/trdwhprosoax07.vmdk","suspended",101676,"naa.60000970000192603655533033383441",526336,173232,148064,378272,"60000970000192603655533033383441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"27","trdwhprosoax07","Hard disk 4",2048,"[tm_data_65] trdwhprosoax07/trdwhprosoax07_2.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_65"," trdwhprosoax07/trdwhprosoax07_2.vmdk","suspended",101676,"naa.60000970000192603655533031394330",526336,269878,269878,256458,"60000970000192603655533031394330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"28","trdwhprosoax07","Hard disk 5",0,"[] /vmfs/volumes/4aeb4af9-05a951df-313e-001a64902536/trdwhprosoax07/trdwhprosoax07.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY",""," /vmfs/volumes/4aeb4af9-05a951df-313e-001a64902536/trdwhprosoax07/trdwhprosoax07.vmdk","suspended",101676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29","trdwhprosoax07","Hard disk 2",4096,"[tm_data_65] trdwhprosoax07/trdwhprosoax07.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_65"," trdwhprosoax07/trdwhprosoax07.vmdk","suspended",101676,"naa.60000970000192603655533031394330",526336,269878,269878,256458,"60000970000192603655533031394330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"30","trdwhprosoax07","Hard disk 3",46080,"[tm_data_65] trdwhprosoax07/trdwhprosoax07_1.vmdk","trclmty01","SUSE Linux Enterprise 11 (64-bit)","MTY","tm_data_65"," trdwhprosoax07/trdwhprosoax07_1.vmdk","suspended",101676,"naa.60000970000192603655533031394330",526336,269878,269878,256458,"60000970000192603655533031394330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
"31","trdwhprowasx01","Hard disk 2",0,"[tm_os_151] trdwhprowasx01/trdwhprowasx01-000002.vmdk","trclmty01","SUSE Linux Enterprise 10 (64-bit)","MTY","tm_os_151"," trdwhprowasx01/trdwhprowasx01-000002.vmdk","poweredOff",61673,"naa.60000970000192603655533032383332",526336,348964,287291,239045,"60000970000192603655533032383332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"32","trdwhprowasx01","Hard disk 1",0,"[tm_os_151] trdwhprowasx01/trdwhprowasx01-000001.vmdk","trclmty01","SUSE Linux Enterprise 10 (64-bit)","MTY","tm_os_151"," trdwhprowasx01/trdwhprowasx01-000001.vmdk","poweredOff",61673,"naa.60000970000192603655533032383332",526336,348964,287291,239045,"60000970000192603655533032383332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"33","trdwhprowasx01","Hard disk 3",0,"[tm_os_151] trdwhprowasx01/trdwhprowasx01-000003.vmdk","trclmty01","SUSE Linux Enterprise 10 (64-bit)","MTY","tm_os_151"," trdwhprowasx01/trdwhprowasx01-000003.vmdk","poweredOff",61673,"naa.60000970000192603655533032383332",526336,348964,287291,239045,"60000970000192603655533032383332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"34","tricsprorife01","Hard disk 2",8192,"[tm_os_56] tricsprorife01/tricsprorife01_1.vmdk","trclmty01","SUSE Linux Enterprise 10 (64-bit)","MTY","tm_os_56"," tricsprorife01/tricsprorife01_1.vmdk","poweredOff",57654,"naa.60000970000192603655533033383441",526336,173232,148064,378272,"60000970000192603655533033383441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"35","tricsprorife01","Hard disk 1",32768,"[tm_os_56] tricsprorife01/tricsprorife01.vmdk","trclmty01","SUSE Linux Enterprise 10 (64-bit)","MTY","tm_os_56"," tricsprorife01/tricsprorife01.vmdk","poweredOff",57654,"naa.60000970000192603655533033383441",526336,173232,148064,378272,"60000970000192603655533033383441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"36","trpaiproiisx01","Hard disk 5",40960,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
"37","trpaiproiisx01","Hard disk 7",20480,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01_2.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01_2.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"38","trpaiproiisx01","Hard disk 3",20480,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01_10.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01_10.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"39","trpaiproiisx01","Hard disk 6",40960,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01_1.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01_1.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
"40","trpaiproiisx01","Hard disk 8",20480,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01_3.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01_3.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"41","trpaiproiisx01","Hard disk 9",20480,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01_4.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01_4.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"42","trpaiproiisx01","Hard disk 4",10240,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01_12.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01_12.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"43","trpaiproiisx01","Hard disk 2",33792,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01_8.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01_8.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
"44","trpaiproiisx01","Hard disk 1",32768,"[tm_data_67_P2_10krpmNotocar] trpaiproiisx01/trpaiproiisx01_6.vmdk","trclmty01","Microsoft Windows Server 2003 (64-bit)","MTY","tm_data_67_p2_10krpmnotocar"," trpaiproiisx01/trpaiproiisx01_6.vmdk","poweredOn",260738,"naa.60000970000192603655533030323834",526336,261338,261338,264998,"60000970000192603655533030323834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"45","trpkiprofara03","Hard disk 5",102400,"[tm_os_55Notocar] trpkiprofara03/trpkiprofara03_2.vmdk","trclmty01","SUSE Linux Enterprise 10 (32-bit)","MTY","tm_os_55notocar"," trpkiprofara03/trpkiprofara03_2.vmdk","poweredOn",224312,"naa.60000970000192603655533031413834",526336,224904,224904,301432,"60000970000192603655533031413834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"46","trpkiprofara03","Hard disk 3",77824,"[tm_os_55Notocar] trpkiprofara03/trpkiprofara03_3.vmdk","trclmty01","SUSE Linux Enterprise 10 (32-bit)","MTY","tm_os_55notocar"," trpkiprofara03/trpkiprofara03_3.vmdk","poweredOn",224312,"naa.60000970000192603655533031413834",526336,224904,224904,301432,"60000970000192603655533031413834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
"47","trpkiprofara03","Hard disk 1",8192,"[tm_os_55Notocar] trpkiprofara03/trpkiprofara03_4.vmdk","trclmty01","SUSE Linux Enterprise 10 (32-bit)","MTY","tm_os_55notocar"," trpkiprofara03/trpkiprofara03_4.vmdk","poweredOn",224312,"naa.60000970000192603655533031413834",526336,224904,224904,301432,"60000970000192603655533031413834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"48","trpkiprofara03","Hard disk 6",10240,"[tm_os_55Notocar] trpkiprofara03/trpkiprofara03_7.vmdk","trclmty01","SUSE Linux Enterprise 10 (32-bit)","MTY","tm_os_55notocar"," trpkiprofara03/trpkiprofara03_7.vmdk","poweredOn",224312,"naa.60000970000192603655533031413834",526336,224904,224904,301432,"60000970000192603655533031413834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"49","trpkiprofara03","Hard disk 4",3072,"[tm_os_55Notocar] trpkiprofara03/trpkiprofara03_5.vmdk","trclmty01","SUSE Linux Enterprise 10 (32-bit)","MTY","tm_os_55notocar"," trpkiprofara03/trpkiprofara03_5.vmdk","poweredOn",224312,"naa.60000970000192603655533031413834",526336,224904,224904,301432,"60000970000192603655533031413834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"50","trpkiprofara03","Hard disk 7",5120,"[tm_os_55Notocar] trpkiprofara03/trpkiprofara03_8.vmdk","trclmty01","SUSE Linux Enterprise 10 (32-bit)","MTY","tm_os_55notocar"," trpkiprofara03/trpkiprofara03_8.vmdk","poweredOn",224312,"naa.60000970000192603655533031413834",526336,224904,224904,301432,"60000970000192603655533031413834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"51","trpkiprofara03","Hard disk 2",8192,"[tm_os_55Notocar] trpkiprofara03/trpkiprofara03_6.vmdk","trclmty01","SUSE Linux Enterprise 10 (32-bit)","MTY","tm_os_55notocar"," trpkiprofara03/trpkiprofara03_6.vmdk","poweredOn",224312,"naa.60000970000192603655533031413834",526336,224904,224904,301432,"60000970000192603655533031413834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"52","trrdepromsql01","Hard disk 1",65536,"[tm_data_75_P2_10krpm] trrdepromsql01/trrdepromsql01_3.vmdk","trclmty01","Microsoft Windows Server 2008 R2 (64-bit)","MTY","tm_data_75_p2_10krpm"," trrdepromsql01/trrdepromsql01_3.vmdk","poweredOn",100462,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"53","trrdepromsql01","Hard disk 3",22528,"[tm_data_75_P2_10krpm] trrdepromsql01/trrdepromsql01_1.vmdk","trclmty01","Microsoft Windows Server 2008 R2 (64-bit)","MTY","tm_data_75_p2_10krpm"," trrdepromsql01/trrdepromsql01_1.vmdk","poweredOn",100462,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"54","trrdepromsql01","Hard disk 2",10240,"[tm_data_75_P2_10krpm] trrdepromsql01/trrdepromsql01.vmdk","trclmty01","Microsoft Windows Server 2008 R2 (64-bit)","MTY","tm_data_75_p2_10krpm"," trrdepromsql01/trrdepromsql01.vmdk","poweredOn",100462,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"55","trrdeproshre02","Hard disk 3",22528,"[tm_data_75_P2_10krpm] trrdeproshre02/trrdeproshre02_1.vmdk","trclmty01","Microsoft Windows Server 2008 R2 (64-bit)","MTY","tm_data_75_p2_10krpm"," trrdeproshre02/trrdeproshre02_1.vmdk","poweredOn",100462,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"56","trrdeproshre02","Hard disk 2",10240,"[tm_data_75_P2_10krpm] trrdeproshre02/trrdeproshre02_2.vmdk","trclmty01","Microsoft Windows Server 2008 R2 (64-bit)","MTY","tm_data_75_p2_10krpm"," trrdeproshre02/trrdeproshre02_2.vmdk","poweredOn",100462,"naa.60000970000192603655533033463643",526336,322346,305604,220732,"60000970000192603655533033463643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
