"","servidor","aplicacion"
"2079","TRCPPPROORCL01","CPP"
"2080","TQCPPUATWASX01","CPP"
"2081","TQCPPUATWASP01","CPP"
"2082","TQCPPUATORCL01","CPP"
"2083","TQCPPPROWASX01","CPP"
"2084","TQCPPPROWASP01","CPP"
"2085","TRERMMAQRENS02","CRM"
"2086","TRERMMAQPSCH02","CRM"
"2087","TQSINPROCRMP23","CRM"
"2088","TQSINPROCRMP08","CRM"
"2089","TQSINPROCRMC40","CRM"
"2090","TQSINPROCRMC43","CRM"
"2091","TQCRMPROORCL04","CRM"
"2092","TQSINPROCRMC02","CRM"
"2093","TQSINSTRCRMP04","CRM"
"2094","TQSINPROCRME21","CRM"
"2095","TQSINPROCRMP28","CRM"
"2096","TQSINPROCRMP14","CRM"
"2097","TRCRMMAQPSCH01","CRM"
"2098","TQCRMPROORCL06","CRM"
"2099","TQSINSTRCRMC02","CRM"
"2100","TQSINPROCRMP22","CRM"
"2101","TQSINPROCRMC33","CRM"
"2102","TQSINPROCRME17","CRM"
"2103","TQSINSTRACRM03","CRM"
"2104","TQSINSTRCRME07","CRM"
"2105","TQSINPROCRMC29","CRM"
"2106","TQSINPROCRME01","CRM"
"2107","TQSINPROCRMP26","CRM"
"2108","TQSINPROCRMC10","CRM"
"2109","TQSINPROCRMP18","CRM"
"2110","TQSINPROCRMP15","CRM"
"2111","TQSINPROCRMP06","CRM"
"2112","TQSINPROCRME06","CRM"
"2113","TQSINPROCRMC78","CRM"
"2114","TQSINPROCRMP07","CRM"
"2115","TQSINPROCRME18","CRM"
"2116","TQSINPROCRME04","CRM"
"2117","TQSINPROCRMC18","CRM"
"2118","TQSINPROCRMC26","CRM"
"2119","TQSINSTRCRMC01","CRM"
"2120","TQSINPROCRME12","CRM"
"2121","TQSINPROCRME13","CRM"
"2122","TQSINSTRCRMC03","CRM"
"2123","TQCRMPROORCL05","CRM"
"2124","TQSINPROCRMC15","CRM"
"2125","TQSINPROCRMC35","CRM"
"2126","TQSINSTRACRM06","CRM"
"2127","TQDOCUATCRMC01","CRM"
"2128","TQSINPROCRMC34","CRM"
"2129","TQSINPROCRMC13","CRM"
"2130","TQSINPROCRMC06","CRM"
"2131","DEPURAR_TQSINPROCRMP04_MALA","CRM"
"2132","TQSINSTRCRMC07","CRM"
"2133","TQSINSTRCRMC04","CRM"
"2134","TQSINPROCRMC48","CRM"
"2135","TQSINSTRCRMP05","CRM"
"2136","TQSINPROCRME20","CRM"
"2137","TQSINPROCRMP16","CRM"
"2138","TQSINSTRCRMP07","CRM"
"2139","TQSINSTRCRMC05","CRM"
"2140","TQSINPROCRMP09","CRM"
"2141","TQSINPROCRME08","CRM"
"2142","TQSINPROCRME15","CRM"
"2143","TQSINPROCRMC73","CRM"
"2144","TQSINSTRCRME05","CRM"
"2145","TQSINPROCRMC25","CRM"
"2146","TQSINSTRCRME03","CRM"
"2147","TQSINPROCRMC27","CRM"
"2148","TQSINPROCRME11","CRM"
"2149","TQSINPROCRMC05","CRM"
"2150","TQSINPROCRMC07","CRM"
"2151","TQSINPROCRMC45","CRM"
"2152","TQSINSTRCRMP01","CRM"
"2153","TQSINPROCRME07","CRM"
"2154","TQSINPROCRMC46","CRM"
"2155","TQSINSTRCRMP02","CRM"
"2156","TQCRMPO1_MIG","CRM"
"2157","TQSINPROCRMC12","CRM"
"2158","TQDOCUATCRME01","CRM"
"2159","TQSINPROCRMP33","CRM"
"2160","TQSINSTRCRMP03","CRM"
"2161","TQCRMSTRPRTL02","CRM"
"2162","TQSINPROCRMC23","CRM"
"2163","TQSINPROCRMP13","CRM"
"2164","TQSINSTRACRM02","CRM"
"2165","TQSINPROCRMC24","CRM"
"2166","TQSINPROCRMP32","CRM"
"2167","TQSINSTRCRMP06","CRM"
"2168","TQSINPROCRMP31","CRM"
"2169","TQSINPROCRMP11","CRM"
"2170","TQSINPROCRMP10","CRM"
"2171","TQSINPROCRMC11","CRM"
"2172","TQSINPROCRMC31","CRM"
"2173","TQSINPROCRMP30","CRM"
"2174","TQSINPROCRMP29","CRM"
"2175","TQSINPROCRMP02","CRM"
"2176","TQSINPROCRMP03","CRM"
"2177","TQSINPROCRMC41","CRM"
"2178","TQSINPROCRMC47","CRM"
"2179","TQSINPROCRME22","CRM"
"2180","TQSINPROCRME16","CRM"
"2181","TQSINPROCRMC32","CRM"
"2182","TQSINPROCRME14","CRM"
"2183","TQSINPROCRMC20","CRM"
"2184","TQCRMSTRPRTL01","CRM"
"2185","TQSINSTRCRME06","CRM"
"2186","TQSINPROCRMC04","CRM"
"2187","TQSINPROCRMC09","CRM"
"2188","TQSINPROCRMC75","CRM"
"2189","TQSINSTRACRM04","CRM"
"2190","TQSINPROCRMC17","CRM"
"2191","TQSINPROCRMP24","CRM"
"2192","TQSINPROCRMP19","CRM"
"2193","TQSINPROCRMP21","CRM"
"2194","TQSINSTRCRME02","CRM"
"2195","TQSINPROCRME09","CRM"
"2196","TQSINPROCRMC16","CRM"
"2197","TQSINPROCRME02","CRM"
"2198","TQSINSTRACRM07","CRM"
"2199","TQSINPROCRME05","CRM"
"2200","TQSINPROCRMP25","CRM"
"2201","TQSINSTRACRM01","CRM"
"2202","TQSINPROCRMC44","CRM"
"2203","TQCRMPO2_MIG","CRM"
"2204","TQSINPROCRMC30","CRM"
"2205","TQSINPROCRMP20","CRM"
"2206","TQSINPROCRME10","CRM"
"2207","TQCRMPROORCL03","CRM"
"2208","TQSINPROCRMC37","CRM"
"2209","TQDOCUATCRME02","CRM"
"2210","TQSINPROCRMC70","CRM"
"2211","TQSINPROCRME24","CRM"
"2212","TQSINPROCRMP12","CRM"
"2213","TQSINPROCRMC38","CRM"
"2214","TQSINPROCRMC72","CRM"
"2215","TQSINPROCRMC36","CRM"
"2216","TQSINPROCRMP01","CRM"
"2217","TQSINPROCRMC77","CRM"
"2218","TQSINPROCRMC03","CRM"
"2219","TQSINPROCRMC01","CRM"
"2220","TQDOCUATCRMC02","CRM"
"2221","CLON_TQSINPROCRMP24","CRM"
"2222","TQCRMDO4","CRM"
"2223","TQCRMDO2","CRM"
"2224","CRM","CRM"
"2225","TQSINPROCRMP04","CRM"
"2226","TQSINPROCRMP17","CRM"
"2227","TQSINPROCRMC71","CRM"
"2228","TQSINPROCRMC28","CRM"
"2229","TQSINPROCRME23","CRM"
"2230","TQSINPROCRMC42","CRM"
"2231","TQSINSTRCRME04","CRM"
"2232","TQSINSTRCRME01","CRM"
"2233","TQSINPROCRMC19","CRM"
"2234","TQSINPROCRMC79","CRM"
"2235","TQSINPROCRMC74","CRM"
"2236","TQSINPROCRME03","CRM"
"2237","TQSINPROCRMP05","CRM"
"2238","TQSINSTRACRM05","CRM"
"2239","TQSINPROCRMP27","CRM"
"2240","TQSINPROCRME19","CRM"
"2241","TQSINPROCRMC14","CRM"
"2242","TQSINPROCRMP34","CRM"
"2243","TQCRMDO1","CRM"
"2244","TQSINPROCRMC76","CRM"
"2245","TQSINPROCRMC08","CRM"
"2246","TQCRMDO3","CRM"
"2247","TQSINSTRCRMC06","CRM"
"2248","TQSINPROCRMC39","CRM"
"2249","TRCSIPROIFMX01","CSI"
"2250","CSS_5CUSTOMER","CSS"
"2251","TQCUNUATCWEB01","CUN"
"2252","TQCUPDEVOELX02","CUP"
"2253","TQCUPDEVOELX01","CUP"
"2254","TQDANPRODNET07","DAN"
"2255","TQDANPROMSQL01","DAN"
"2256","TQDANPROSSIS02","DAN"
"2257","TQDANPROPNET05","DAN"
"2258","TQDANPRODNET10","DAN"
"2259","TQDANUATDNET01","DAN"
"2260","TQDANUATMSRS01","DAN"
"2261","TQDANSTRDNET03","DAN"
"2262","TQDANPROPNET10","DAN"
"2263","TQDANPROSSIS01","DAN"
"2264","TQDANPROPNET01","DAN"
"2265","TQDANPRODNET11","DAN"
"2266","TQDANPRODNET13","DAN"
"2267","TQDANSTRDNET02","DAN"
"2268","TQDANPRODNET16","DAN"
"2269","TQDANPROPNET08","DAN"
"2270","TQDANPRODNET04","DAN"
"2271","TQDANPRODNET01","DAN"
"2272","TQDANPRODNET02","DAN"
"2273","TQDANSTRDNET04","DAN"
"2274","TQDANPROPNET06","DAN"
"2275","TQDANSTRDNET05","DAN"
"2276","TQDANPRODNET03","DAN"
"2277","TQDANPROMSQL02","DAN"
"2278","TQDANPROMSQL03","DAN"
"2279","TQDANPRODNET12","DAN"
"2280","TQDANUATDNET02","DAN"
"2281","TQDANPROPNET09","DAN"
"2282","TQDANPRODNET05","DAN"
"2283","TQDANPROPNET03","DAN"
"2284","TQDANSTRDNET01","DAN"
"2285","TQDANPROPNET07","DAN"
"2286","TQDANSTRPNET01","DAN"
"2287","TQDANPROMSQL04","DAN"
"2288","TQDANPRODNET15","DAN"
"2289","TQDANSTRPNET02","DAN"
"2290","TQDANPRODNET08","DAN"
"2291","TQDANPROPNET04","DAN"
"2292","TQDANSTRPNET03","DAN"
"2293","TQDANPRODNET14","DAN"
"2294","TQDANPRODNET06","DAN"
"2295","TQDANPRODNET09","DAN"
"2296","TQDANPROPNET02","DAN"
"2297","TQDCCDEVORCL01","DCC"
"2298","TQDCCDEVOHSC02","DCC"
"2299","TQDCCDEVOHSC01","DCC"
"2300","TQDCCDEVORCL03","DCC"
"2301","TQDCCDEVORCL02","DCC"
"2302","TQDCCDEVWEBE01","DCC"
"2303","TQDCCDEVWEBE02","DCC"
"2304","TQDCCDEVORCL04","DCC"
"2305","TQDCOHDEVWEB01","DCOH"
"2306","TQDCOHDEVWEB06","DCOH"
"2307","TQDCOHDEVWEB02","DCOH"
"2308","TQDCOHDEVWEB05","DCOH"
"2309","TQDCOHDEVWEB07","DCOH"
"2310","TQDCOHDEVWEB04","DCOH"
"2311","TQDEBUATORCL03","DEB"
"2312","TQDEBUATORCL02","DEB"
"2313","TQDEBUATORCL04","DEB"
"2314","TQDEBUATWEBL03","DEB"
"2315","TQDEBUATWEBL01","DEB"
"2316","TQDEBUATWEBL02","DEB"
"2317","TQDEBUATORCL01","DEB"
"2318","TQDEBUATWEBL04","DEB"
"2319","TQDECUATWEBE01","DEC"
"2320","TQDECUATORCL04","DEC"
"2321","TQDECUATOHSC01","DEC"
"2322","TQDECUATORCL01","DEC"
"2323","TQDECUATORCL03","DEC"
"2324","TQDECPROOHSE02","DEC"
"2325","TQDECUATOHSC02","DEC"
"2326","TQDECPROOHSE01","DEC"
"2327","TQDECUATORCL02","DEC"
"2328","TQDECUATCOHE01","DEC"
"2329","TQDECUATWEBE02","DEC"
"2330","TQIDNSTRIDPS05","DECLARACIONES ANUALES"
"2331","TQIDNSTRIDPS04","DECLARACIONES ANUALES"
"2332","TQIDNSTRIDPS03","DECLARACIONES ANUALES"
"2333","TQDANUATMSRS01","DECLARACIONES ANUALES"
"2334","TQDANUATDNET02","DECLARACIONES ANUALES"
"2335","TQDANPROSSIS02","DECLARACIONES ANUALES"
"2336","TQDANPROMSQL02","DECLARACIONES ANUALES"
"2337","TQDANPROMSQL01","DECLARACIONES ANUALES"
"2338","TQDANPRODNET05","DECLARACIONES ANUALES"
"2339","TQDANPRODNET04","DECLARACIONES ANUALES"
"2340","TQDANPRODNET01","DECLARACIONES ANUALES"
"2341","TQDANPRODNET03","DECLARACIONES ANUALES"
"2342","TQDANPROMSQL04","DECLARACIONES ANUALES"
"2343","TQDANSTRDNET02","DECLARACIONES ANUALES"
"2344","TQDANPROMSQL03","DECLARACIONES ANUALES"
"2345","TQDANUATDNET01","DECLARACIONES ANUALES"
"2346","TQDANPROSSIS01","DECLARACIONES ANUALES"
"2347","TQDANSTRDNET01","DECLARACIONES ANUALES"
"2348","TQDANPRODNET02","DECLARACIONES ANUALES"
"2349","TRSINTSTMDYP01","DECLARACIONES Y PAGOS"
"2350","TRDYPUATWASX02","DECLARACIONES Y PAGOS"
"2351","TRDYPPROWASX05","DECLARACIONES Y PAGOS"
"2352","TRDYPPROWASX04","DECLARACIONES Y PAGOS"
"2353","TRDYPPROORCL03","DECLARACIONES Y PAGOS"
"2354","TQDYPUATWASX05","DECLARACIONES Y PAGOS"
"2355","TQDYPSTRWASJ01","DECLARACIONES Y PAGOS"
"2356","TQDYPSTRORCL02","DECLARACIONES Y PAGOS"
"2357","TQDYPDEVSSIS01","DECLARACIONES Y PAGOS"
"2358","TQDYPUATWASJ01","DECLARACIONES Y PAGOS"
"2359","TQDYPSTRWASX03","DECLARACIONES Y PAGOS"
"2360","TQDYPSTRWASX02","DECLARACIONES Y PAGOS"
"2361","TQDYPPROWASJ03_VIEJO","DECLARACIONES Y PAGOS"
"2362","TQDYPUATWASX04","DECLARACIONES Y PAGOS"
"2363","TQDYPUATWASX03","DECLARACIONES Y PAGOS"
"2364","TQDYPUATWASX02","DECLARACIONES Y PAGOS"
"2365","TQDYPUATWASX01","DECLARACIONES Y PAGOS"
"2366","TQDYPUATWASJ02","DECLARACIONES Y PAGOS"
"2367","TQDYPUATORCL01","DECLARACIONES Y PAGOS"
"2368","TQDYPSTRWASX04","DECLARACIONES Y PAGOS"
"2369","TQDYPSTRWASX01","DECLARACIONES Y PAGOS"
"2370","TQDYPSTRWASJ03","DECLARACIONES Y PAGOS"
"2371","TQDYPSTRWASJ02","DECLARACIONES Y PAGOS"
"2372","TQDYPSTRDNET03","DECLARACIONES Y PAGOS"
"2373","TQDYPSTRDNET01","DECLARACIONES Y PAGOS"
"2374","TQDYPSTRBIZT02","DECLARACIONES Y PAGOS"
"2375","TQDYPPROWASX03","DECLARACIONES Y PAGOS"
"2376","TQDYPPROWASJ19","DECLARACIONES Y PAGOS"
"2377","TQDYPPROWASJ18","DECLARACIONES Y PAGOS"
"2378","TQDYPPROWASJ17","DECLARACIONES Y PAGOS"
"2379","TQDYPPROWASJ16","DECLARACIONES Y PAGOS"
"2380","TQDYPPROWASJ15","DECLARACIONES Y PAGOS"
"2381","TQDYPPROWASJ14","DECLARACIONES Y PAGOS"
"2382","TQDYPPROWASJ11","DECLARACIONES Y PAGOS"
"2383","TQDYPPROWASJ05","DECLARACIONES Y PAGOS"
"2384","TQDYPPROWASJ04_VIEJO","DECLARACIONES Y PAGOS"
"2385","TQDYPPROWASJ03","DECLARACIONES Y PAGOS"
"2386","TQDYPPROWASJ02_VIEJO","DECLARACIONES Y PAGOS"
"2387","TQDYPPROWASI08","DECLARACIONES Y PAGOS"
"2388","TQDYPPROWASI06","DECLARACIONES Y PAGOS"
"2389","TQDYPPROWASI05","DECLARACIONES Y PAGOS"
"2390","TQDYPPROWASI04","DECLARACIONES Y PAGOS"
"2391","TQDYPPROWASI03","DECLARACIONES Y PAGOS"
"2392","TQDYPPROBIZT04","DECLARACIONES Y PAGOS"
"2393","TQDYPPROBIZT03","DECLARACIONES Y PAGOS"
"2394","TQDYPPO2","DECLARACIONES Y PAGOS"
"2395","TQDYPDEVMSQL02","DECLARACIONES Y PAGOS"
"2396","TQDYPDEVMSQL01","DECLARACIONES Y PAGOS"
"2397","TQDYPDEVMFS02","DECLARACIONES Y PAGOS"
"2398","TQDYPDEVIIS05","DECLARACIONES Y PAGOS"
"2399","TQDYPDEVIIS02","DECLARACIONES Y PAGOS"
"2400","TQDYPDEVIIS01","DECLARACIONES Y PAGOS"
"2401","TQDYPDEVBTZ03","DECLARACIONES Y PAGOS"
"2402","TQDYPDEVBTZ02","DECLARACIONES Y PAGOS"
"2403","TQDYPPROWASJ04","DECLARACIONES Y PAGOS"
"2404","TQDYPDEVAD02","DECLARACIONES Y PAGOS"
"2405","TQDYPDEVIIS04","DECLARACIONES Y PAGOS"
"2406","TQDYPDEVNET04","DECLARACIONES Y PAGOS"
"2407","TQDYPUATWASI01","DECLARACIONES Y PAGOS"
"2408","TQDYPPROWASI02","DECLARACIONES Y PAGOS"
"2409","TQDYPPROWASJ01","DECLARACIONES Y PAGOS"
"2410","TQDYPPROWASJ01_VIEJO","DECLARACIONES Y PAGOS"
"2411","TQDYPSTRWASI01","DECLARACIONES Y PAGOS"
"2412","TQDYPPROBIZT02","DECLARACIONES Y PAGOS"
"2413","TQDYPUATWASI02","DECLARACIONES Y PAGOS"
"2414","TQDYPSTRWBIM01","DECLARACIONES Y PAGOS"
"2415","TQDYPSTRWASJ04","DECLARACIONES Y PAGOS"
"2416","TQDYPDEVNET01","DECLARACIONES Y PAGOS"
"2417","TQDYPPROWASI01","DECLARACIONES Y PAGOS"
"2418","TQDYPSTRDNET04","DECLARACIONES Y PAGOS"
"2419","TQDYPPROWASJ07","DECLARACIONES Y PAGOS"
"2420","TQDYPSTRWBIM02","DECLARACIONES Y PAGOS"
"2421","TQDYPPRODNET01","DECLARACIONES Y PAGOS"
"2422","TQDYPPROWASJ06_VIEJO","DECLARACIONES Y PAGOS"
"2423","TQDYPPROWASJ22","DECLARACIONES Y PAGOS"
"2424","TQDYPPRODNET02","DECLARACIONES Y PAGOS"
"2425","TRDYPPROORCL01","DECLARACIONES Y PAGOS"
"2426","TQDYPPROWASJ08","DECLARACIONES Y PAGOS"
"2427","TQDYPSTRWASI02","DECLARACIONES Y PAGOS"
"2428","TQDYPPROWASJ12","DECLARACIONES Y PAGOS"
"2429","TRDYPPROWASX02","DECLARACIONES Y PAGOS"
"2430","TRDYPPROWASX03","DECLARACIONES Y PAGOS"
"2431","TQDYPSTRORCL01","DECLARACIONES Y PAGOS"
"2432","TQDYPPROWASJ02","DECLARACIONES Y PAGOS"
"2433","TRDYPPROORCL02","DECLARACIONES Y PAGOS"
"2434","TQDYPDEVNET02","DECLARACIONES Y PAGOS"
"2435","TQDYPPO1","DECLARACIONES Y PAGOS"
"2436","TQDYPPROWASJ24-CLON-3005799","DECLARACIONES Y PAGOS"
"2437","TQDYPPROWASJ13","DECLARACIONES Y PAGOS"
"2438","TQDYPPROWASX02","DECLARACIONES Y PAGOS"
"2439","TQDYPSTRDNET02","DECLARACIONES Y PAGOS"
"2440","TRDYPUATWASX01","DECLARACIONES Y PAGOS"
"2441","TQDYPPROWASI07","DECLARACIONES Y PAGOS"
"2442","TQDYPPROWASJ09","DECLARACIONES Y PAGOS"
"2443","TQDYPSTRBIZT03","DECLARACIONES Y PAGOS"
"2444","TQDYPDEVBTZ04","DECLARACIONES Y PAGOS"
"2445","TQDYPPROBIZT01","DECLARACIONES Y PAGOS"
"2446","TQDYPDEVMSQL03","DECLARACIONES Y PAGOS"
"2447","TRDYPPROWASX06","DECLARACIONES Y PAGOS"
"2448","TRDYPUATWASX03","DECLARACIONES Y PAGOS"
"2449","TQDYPSTRBIZT01","DECLARACIONES Y PAGOS"
"2450","TQDYPPROWASJ23-CLON-3005799","DECLARACIONES Y PAGOS"
"2451","TQDYPUATWASX06","DECLARACIONES Y PAGOS"
"2452","TRDYPPROWASX01","DECLARACIONES Y PAGOS"
"2453","TQDYPPROWASI09","DECLARACIONES Y PAGOS"
"2454","TQDYPPROWASJ21","DECLARACIONES Y PAGOS"
"2455","TQDYPPRODNET04","DECLARACIONES Y PAGOS"
"2456","TQDYPDEVIIS03","DECLARACIONES Y PAGOS"
"2457","TQDYPPRODNET03","DECLARACIONES Y PAGOS"
"2458","TQDYPDEVAD01","DECLARACIONES Y PAGOS"
"2459","TQDYPPROWASX01","DECLARACIONES Y PAGOS"
"2460","TRDYPUATWASX04","DECLARACIONES Y PAGOS"
"2461","TQDYPSTRBIZT04","DECLARACIONES Y PAGOS"
"2462","TQDYPPROTOOL01","DECLARACIONES Y PAGOS"
"2463","TQDYPPROWASJ10","DECLARACIONES Y PAGOS"
"2464","TQDYPPROWASJ20","DECLARACIONES Y PAGOS"
"2465","TQDYPDEVBTZ01","DECLARACIONES Y PAGOS"
"2466","TQDYPDEVMFS01","DECLARACIONES Y PAGOS"
"2467","TQDYPDEVNET05","DECLARACIONES Y PAGOS"
"2468","TQDYPPROWASJ05_VIEJO","DECLARACIONES Y PAGOS"
"2469","TQDYPPROWASJ06","DECLARACIONES Y PAGOS"
"2470","TQDEEDEVWEBC03","DEE"
"2471","TQDEEDEVORCL03","DEE"
"2472","TQDEEDEVOHSE02","DEE"
"2473","TQDEEDEVOHSC02","DEE"
"2474","TQDEEDEVWEBC01","DEE"
"2475","TQDEEDEVWEBI06","DEE"
"2476","TQDEEDEVORCL02","DEE"
"2477","TQDEEDEVWEBC02","DEE"
"2478","TQDEEDEVOHSC01","DEE"
"2479","TQDEEDEVOHSE01","DEE"
"2480","TQDEEDEVWEBE03","DEE"
"2481","TQDEEDEVWEBE02","DEE"
"2482","TQDEEDEVWEBE01","DEE"
"2483","TQDEEDEVORCL04","DEE"
"2484","TQDEEDEVORCL01","DEE"
"2485","TQDESUATDESE01","DEEPSECURITY"
"2486","TQDESUATMSQL01","DEEPSECURITY"
"2487","TRDENPROORCL01","DENUE"
"2488","TQDEOUATORCL01","DEO"
"2489","TQDEOUATWEBE02","DEO"
"2490","TQDEOUATORCL04","DEO"
"2491","TQDEOUATWEBE01","DEO"
"2492","TQDEOPROOHSE01","DEO"
"2493","TQDEOUATCOHE01","DEO"
"2494","TQDEOUATORCL03","DEO"
"2495","TQDEOUATOHSE01","DEO"
"2496","TQDEOUATORCL02","DEO"
"2497","TQDEOUATOHSE02","DEO"
"2498","TQDEOPROOHSE02","DEO"
"2499","TQDEPUATOHSC02","DEP"
"2500","TQDEPDEVORCL03","DEP"
"2501","TQDEPPROOHSE02","DEP"
"2502","TQDEPUATOHSC01","DEP"
"2503","TQDEPUATORCL03","DEP"
"2504","TQDEPUATWEBE01","DEP"
"2505","TQDEPDEVORCL02","DEP"
"2506","TQDEPUATORCL04","DEP"
"2507","TQDEPDEVORCL01","DEP"
"2508","TQDEPPROOHSE01","DEP"
"2509","TQDEPUATCOHE01","DEP"
"2510","TQDEPDEVORCL04","DEP"
"2511","TQDEPUATWEBE02","DEP"
"2512","TQDEPUATORCL01","DEP"
"2513","TQDEPUATORCL02","DEP"
"2514","TQDGLPROFEND02","DESCUBRIMIENTO Y GESTION DE LICENCIAS"
"2515","TQDGLPROBBDS01","DESCUBRIMIENTO Y GESTION DE LICENCIAS"
"2516","TRDGLPROBLOG01","DESCUBRIMIENTO Y GESTION DE LICENCIAS"
"2517","TQDGLPROFEND01","DESCUBRIMIENTO Y GESTION DE LICENCIAS"
"2518","TQDGLPROBLOG01","DESCUBRIMIENTO Y GESTION DE LICENCIAS"
"2519","TQDGLPROBLOG02","DESCUBRIMIENTO Y GESTION DE LICENCIAS"
"2520","TQDEWUATORCL02","DEW"
"2521","TQDEWUATWEBE02","DEW"
"2522","TQDEWUATORCL03","DEW"
"2523","TQDEWUATOHSE01","DEW"
"2524","TQDEWUATORCL04","DEW"
"2525","TQDEWUATOHSE02","DEW"
"2526","TQDEWUATWEBE01","DEW"
"2527","TQDEWUATCOHE01","DEW"
"2528","TQDEWPROOHSE02","DEW"
"2529","TQDEWPROOHSE01","DEW"
"2530","TQDEWUATWEBE03","DEW"
"2531","TQDEWUATORCL01","DEW"
"2532","TQDGLPROFEND02","DGL"
"2533","TQDGLPROBBDS01","DGL"
"2534","TQDGLPROBLOG01","DGL"
"2535","TQDGLPROFEND01","DGL"
"2536","TQDGLPROBLOG02","DGL"
"2537","CARGAV1","DIOT"
"2538","TQDNDCDEVWEB03","DNDC"
"2539","TQDNDCDEVWEB02","DNDC"
"2540","TQDNDCDEVWEB04","DNDC"
"2541","TQDNDCDEVWEB01","DNDC"
"2542","TQDNDEDEVOHS02","DNDE"
"2543","TQDNDEDEVOHS01","DNDE"
"2544","TQDNDSDEVWEB01","DNDS"
"2545","TQDNDSDEVWEB02","DNDS"
"2546","TQDNDWDEVWEB02","DNDW"
"2547","TQDNDWDEVWEB01","DNDW"
"2548","TQASIPRODNSX01","DNS"
"2549","TQASIPRODNSX04","DNS"
"2550","TQDNSPROSNTP01","DNS"
"2551","TQASIPRODNSX12","DNS"
"2552","TQASIPRODNSX10","DNS"
"2553","TQASIPRODNSX09","DNS"
"2554","TQASIPRODNSX08","DNS"
"2555","TQASIPRODNSX05","DNS"
"2556","TQASIPRODNSX03","DNS"
"2557","TQASIPRODNSX02","DNS"
"2558","TQDNSPROSNTP02","DNS"
"2559","TQASIPRODNSX07","DNS"
"2560","TQASIPRODNSX06","DNS"
"2561","TQASIPRODNSX11","DNS"
"2562","TQDNSPROSNTP03","DNS"
"2563","TQDNSPROSNTP04","DNS"
"2564","TQDOBDEVOHSE02","DOB"
"2565","TQDOBDEVWEBE02","DOB"
"2566","TQDOBDEVWEBE01","DOB"
"2567","TQDOBDEVOHSE01","DOB"
"2568","TQDOCUATMSJM01","DOC"
"2569","TQDOCUATPRTC01","DOC"
"2570","TQDOCUATPLTW01_CLONE","DOC"
"2571","TQDOCUATPRTC02","DOC"
"2572","TQDOCUATPRTE01","DOC"
"2573","TQDOCUATMSJP01","DOC"
"2574","TQDOCUATPRTE02","DOC"
"2575","TQDOCUATMISP01","DOC"
"2576","TQDOCUATPCM01","DOC"
"2577","TQDOCUATMSJC01","DOC"
"2578","TQDOCUATPTLW01","DOC"
"2579","TQDOCUATMISE01","DOC"
"2580","TQDOCPO1","DOCPO"
"2581","TQDOCPO2","DOCPO"
"2582","TSATDO1","DOCUMENTUM"
"2583","TSATDO2","DOCUMENTUM"
"2584","TRDOCTSTWSPH02","DOCUMENTUM"
"2585","TRDOCTSTWSPH01","DOCUMENTUM"
"2586","TRDOCTSTREND01","DOCUMENTUM"
"2587","TRDOCTSTCONT01","DOCUMENTUM"
"2588","TRDOCPROREND03","DOCUMENTUM"
"2589","TRDOCPROREND02","DOCUMENTUM"
"2590","TRDOCPROREND01","DOCUMENTUM"
"2591","TRDOCPRONASX02","DOCUMENTUM"
"2592","TRDOCPROEROOM01","DOCUMENTUM"
"2593","TRDOCMAQREND02","DOCUMENTUM"
"2594","TRDOCDEVWSPH01","DOCUMENTUM"
"2595","TRDOCDEVREND02","DOCUMENTUM"
"2596","TRDOCDEVCONT01","DOCUMENTUM"
"2597","TRDOCTSTREND02","DOCUMENTUM"
"2598","TRDOCMAQREND01","DOCUMENTUM"
"2599","TRDOCPRONASX01","DOCUMENTUM"
"2600","NAS-AD","DOCUMENTUM"
"2601","CELERRA","DOCUMENTUM"
"2602","TRDOCTSTCONT02","DOCUMENTUM"
"2603","TRDOCPROREND04","DOCUMENTUM"
"2604","TQDPAPROWEBL105","DPA"
"2605","TQDPAPROOHSX11","DPA"
"2606","TQDPAPROWEBC113","DPA"
"2607","TQDPAPROWEBC114","DPA"
"2608","TQDPAPROWEBC115","DPA"
"2609","TQDPAPROWEBL203","DPA"
"2610","TQDPAPROWEBL14","DPA"
"2611","TQDPAPROWEBL108","DPA"
"2612","TQDPAPROOHSC101","DPA"
"2613","TQDPAPROWEBL104","DPA"
"2614","TQDPAPROWEBL214","DPA"
"2615","TQDPAPROWEBL213","DPA"
"2616","TQDPAPROWEBL211","DPA"
"2617","TQDPAPROWEBL206","DPA"
"2618","TQDPAPROWEBL205","DPA"
"2619","TQDPAPROWEBL204","DPA"
"2620","TQDPAPROWEBL202","DPA"
"2621","TQDPAPROWEBL201","DPA"
"2622","TQDPAPROWEBL13","DPA"
"2623","TQDPAPROWEBL121","DPA"
"2624","TQDPAPROWEBL120","DPA"
"2625","TQDPAPROWEBL116","DPA"
"2626","TQDPAPROWEBL112","DPA"
"2627","TQDPAPROWEBL111","DPA"
"2628","TQDPAPROWEBL11","DPA"
"2629","TQDPAPROWEBL102","DPA"
"2630","TQDPAPROWEBL101","DPA"
"2631","TQDPAPROWEBL08","DPA"
"2632","TQDPAPROWEBL07","DPA"
"2633","TQDPAPROWEBL06","DPA"
"2634","TQDPAPROWEBL04","DPA"
"2635","TQDPAPROWEBL03","DPA"
"2636","TQDPAPROWEBL01","DPA"
"2637","TQDPAPROTMST04","DPA"
"2638","TQDPAPROTMST02","DPA"
"2639","TQDPAPROTMST01","DPA"
