"","X","servidor","aplicacion","DataCenter","tipo","Powerstate","fv","capacidad_fantasia","capacidad_usada","capacidad_asignada","n_app","consumo_dividido_asignado","consumo_dividido_usado","consumo_dividido_fantasia"
"3025",3218,"tqe5cproiisx28","E5C","QRO","PRODUCCION","poweredOn","virtual",200.2,23.8,224,1,224,23.8,200.2
"3026",3196,"tqe5cproiisx29","E5C","QRO","PRODUCCION","poweredOn","virtual",200.2,23.8,224,1,224,23.8,200.2
"3027",3192,"tqe5cpromsql01","E5C","QRO","PRODUCCION","poweredOn","virtual",1008.3013355957,240.137140966797,1248.4384765625,1,1248.4384765625,240.137140966797,1008.3013355957
"3028",3211,"tqe5cpromsql02","E5C","QRO","PRODUCCION","poweredOn","virtual",1008.3013355957,240.137140966797,1248.4384765625,1,1248.4384765625,240.137140966797,1008.3013355957
"3029",3189,"tqe5cuatiisx01","E5C","QRO","UAT","poweredOn","virtual",171.8752,52.1248,224,1,224,52.1248,171.8752
"3030",3200,"tqe5cuatiisx02","E5C","QRO","UAT","poweredOn","virtual",171.8752,52.1248,224,1,224,52.1248,171.8752
"3031",3219,"tqe5cuatiisx03","E5C","QRO","UAT","poweredOn","virtual",171.8752,52.1248,224,1,224,52.1248,171.8752
"3032",3197,"tqe5cuatiisx04","E5C","QRO","UAT","poweredOn","virtual",171.8752,52.1248,224,1,224,52.1248,171.8752
"3033",3212,"tqe5cuatiisx05","E5C","QRO","UAT","poweredOn","virtual",171.8752,52.1248,224,1,224,52.1248,171.8752
"3034",3190,"tqe5cuatmsql01","E5C","QRO","UAT","poweredOn","virtual",182.5152,41.4848,224,1,224,41.4848,182.5152
"3035",3253,"tqefidevcohc01","EFI","QRO","DESARROLLO","poweredOn","virtual",152.945,28.055,181,1,181,28.055,152.945
"3036",3226,"tqefidevcohc02","EFI","QRO","DESARROLLO","poweredOn","virtual",150.56485,30.43515,181,1,181,30.43515,150.56485
"3037",3265,"tqefidevcohe01","EFI","QRO","DESARROLLO","poweredOn","virtual",152.945,28.055,181,1,181,28.055,152.945
"3038",3238,"tqefidevcohe02","EFI","QRO","DESARROLLO","poweredOn","virtual",150.56485,30.43515,181,1,181,30.43515,150.56485
"3039",3246,"tqefidevohsc01","EFI","QRO","DESARROLLO","poweredOn","virtual",79.31075,15.68925,95,1,95,15.68925,79.31075
"3040",3240,"tqefidevohsc02","EFI","QRO","DESARROLLO","poweredOn","virtual",79.31075,15.68925,95,1,95,15.68925,79.31075
"3041",3234,"tqefidevohse01","EFI","QRO","DESARROLLO","poweredOn","virtual",79.31075,15.68925,95,1,95,15.68925,79.31075
"3042",3236,"tqefidevohse02","EFI","QRO","DESARROLLO","poweredOn","virtual",79.31075,15.68925,95,1,95,15.68925,79.31075
"3043",3255,"tqefidevwebc01","EFI","QRO","DESARROLLO","poweredOn","virtual",152.945,28.055,181,1,181,28.055,152.945
"3044",3230,"tqefidevwebc02","EFI","QRO","DESARROLLO","poweredOn","virtual",150.56485,30.43515,181,1,181,30.43515,150.56485
"3045",3243,"tqefidevwebe01","EFI","QRO","DESARROLLO","poweredOn","virtual",152.945,28.055,181,1,181,28.055,152.945
"3046",3235,"tqefidevwebe02","EFI","QRO","DESARROLLO","poweredOn","virtual",150.56485,30.43515,181,1,181,30.43515,150.56485
"3047",3250,"tqefiprocohc01","EFI","QRO","PRODUCCION","poweredOn","virtual",128.6548,52.3452,181,1,181,52.3452,128.6548
"3048",3258,"tqefiprocohc02","EFI","QRO","PRODUCCION","poweredOn","virtual",132.673,48.327,181,1,181,48.327,132.673
"3049",3254,"tqefiprocohc03","EFI","QRO","PRODUCCION","poweredOn","virtual",127.19775,53.80225,181,1,181,53.80225,127.19775
"3050",3266,"tqefiprocohe01","EFI","QRO","PRODUCCION","poweredOn","virtual",132.673,48.327,181,2,90.5,24.1635,66.3365
"3051",13485,"tqefiprocohe01","e-firma","QRO","PRODUCCION","poweredOn","virtual",132.673,48.327,181,2,90.5,24.1635,66.3365
"3052",3247,"tqefiprocohe02","EFI","QRO","PRODUCCION","poweredOn","virtual",127.19775,53.80225,181,2,90.5,26.901125,63.598875
"3053",13471,"tqefiprocohe02","e-firma","QRO","PRODUCCION","poweredOn","virtual",127.19775,53.80225,181,2,90.5,26.901125,63.598875
"3054",3248,"tqefiprocohe03","EFI","QRO","PRODUCCION","poweredOn","virtual",118.31065,62.68935,181,2,90.5,31.344675,59.155325
"3055",13496,"tqefiprocohe03","e-firma","QRO","PRODUCCION","poweredOn","virtual",118.31065,62.68935,181,2,90.5,31.344675,59.155325
"3056",3276,"tqefiproohsc01","EFI","QRO","PRODUCCION","poweredOn","virtual",85.04875,9.95125,95,2,47.5,4.975625,42.524375
"3057",13491,"tqefiproohsc01","e-firma","QRO","PRODUCCION","poweredOn","virtual",85.04875,9.95125,95,2,47.5,4.975625,42.524375
"3058",3229,"tqefiproohsc02","EFI","QRO","PRODUCCION","poweredOn","virtual",81.0825,13.9175,95,2,47.5,6.95875,40.54125
"3059",13470,"tqefiproohsc02","e-firma","QRO","PRODUCCION","poweredOn","virtual",81.0825,13.9175,95,2,47.5,6.95875,40.54125
"3060",3261,"tqefiproohsc03","EFI","QRO","PRODUCCION","poweredOn","virtual",84.69725,10.30275,95,2,47.5,5.151375,42.348625
"3061",13495,"tqefiproohsc03","e-firma","QRO","PRODUCCION","poweredOn","virtual",84.69725,10.30275,95,2,47.5,5.151375,42.348625
"3062",3228,"tqefiproohsc04","EFI","QRO","PRODUCCION","poweredOn","virtual",84.4455,10.5545,95,2,47.5,5.27725,42.22275
"3063",13469,"tqefiproohsc04","e-firma","QRO","PRODUCCION","poweredOn","virtual",84.4455,10.5545,95,2,47.5,5.27725,42.22275
"3064",3271,"tqefiproohse01","EFI","QRO","PRODUCCION","poweredOn","virtual",81.0825,13.9175,95,2,47.5,6.95875,40.54125
"3065",13468,"tqefiproohse01","e-firma","QRO","PRODUCCION","poweredOn","virtual",81.0825,13.9175,95,2,47.5,6.95875,40.54125
"3066",3259,"tqefiproohse02","EFI","QRO","PRODUCCION","poweredOn","virtual",84.69725,10.30275,95,2,47.5,5.151375,42.348625
"3067",13467,"tqefiproohse02","e-firma","QRO","PRODUCCION","poweredOn","virtual",84.69725,10.30275,95,2,47.5,5.151375,42.348625
"3068",3233,"tqefiproohse03","EFI","QRO","PRODUCCION","poweredOn","virtual",84.4455,10.5545,95,2,47.5,5.27725,42.22275
"3069",13481,"tqefiproohse03","e-firma","QRO","PRODUCCION","poweredOn","virtual",84.4455,10.5545,95,2,47.5,5.27725,42.22275
"3070",3272,"tqefiproohse04","EFI","QRO","PRODUCCION","poweredOn","virtual",78.72175,16.27825,95,2,47.5,8.139125,39.360875
"3071",13490,"tqefiproohse04","e-firma","QRO","PRODUCCION","poweredOn","virtual",78.72175,16.27825,95,2,47.5,8.139125,39.360875
"3072",3277,"tqefiprowebc01","EFI","QRO","PRODUCCION","poweredOn","virtual",131.81325,49.18675,181,2,90.5,24.593375,65.906625
"3073",13499,"tqefiprowebc01","e-firma","QRO","PRODUCCION","poweredOn","virtual",131.81325,49.18675,181,2,90.5,24.593375,65.906625
"3074",3269,"tqefiprowebc02","EFI","QRO","PRODUCCION","poweredOn","virtual",99.88485,81.11515,181,2,90.5,40.557575,49.942425
"3075",13466,"tqefiprowebc02","e-firma","QRO","PRODUCCION","poweredOn","virtual",99.88485,81.11515,181,2,90.5,40.557575,49.942425
"3076",3241,"tqefiprowebc03","EFI","QRO","PRODUCCION","poweredOn","virtual",99.88485,81.11515,181,2,90.5,40.557575,49.942425
"3077",13487,"tqefiprowebc03","e-firma","QRO","PRODUCCION","poweredOn","virtual",99.88485,81.11515,181,2,90.5,40.557575,49.942425
"3078",3251,"tqefiprowebc04","EFI","QRO","PRODUCCION","poweredOn","virtual",161.76875,19.23125,181,2,90.5,9.615625,80.884375
"3079",13480,"tqefiprowebc04","e-firma","QRO","PRODUCCION","poweredOn","virtual",161.76875,19.23125,181,2,90.5,9.615625,80.884375
"3080",3245,"tqefiprowebc05","EFI","QRO","PRODUCCION","poweredOn","virtual",147.2797,33.7203,181,2,90.5,16.86015,73.63985
"3081",13465,"tqefiprowebc05","e-firma","QRO","PRODUCCION","poweredOn","virtual",147.2797,33.7203,181,2,90.5,16.86015,73.63985
"3082",3257,"tqefiprowebc06","EFI","QRO","PRODUCCION","poweredOn","virtual",147.2797,33.7203,181,2,90.5,16.86015,73.63985
"3083",13464,"tqefiprowebc06","e-firma","QRO","PRODUCCION","poweredOn","virtual",147.2797,33.7203,181,2,90.5,16.86015,73.63985
"3084",3260,"tqefiprowebc07","EFI","QRO","PRODUCCION","poweredOn","virtual",147.2797,33.7203,181,2,90.5,16.86015,73.63985
"3085",13477,"tqefiprowebc07","e-firma","QRO","PRODUCCION","poweredOn","virtual",147.2797,33.7203,181,2,90.5,16.86015,73.63985
"3086",3270,"tqefiprowebc08","EFI","QRO","PRODUCCION","poweredOn","virtual",147.2797,33.7203,181,2,90.5,16.86015,73.63985
"3087",13463,"tqefiprowebc08","e-firma","QRO","PRODUCCION","poweredOn","virtual",147.2797,33.7203,181,2,90.5,16.86015,73.63985
"3088",3263,"tqefiprowebe01","EFI","QRO","PRODUCCION","poweredOn","virtual",130.4648,50.5352,181,2,90.5,25.2676,65.2324
"3089",13493,"tqefiprowebe01","e-firma","QRO","PRODUCCION","poweredOn","virtual",130.4648,50.5352,181,2,90.5,25.2676,65.2324
"3090",3237,"tqefiprowebe02","EFI","QRO","PRODUCCION","poweredOn","virtual",146.20275,34.79725,181,2,90.5,17.398625,73.101375
"3091",13486,"tqefiprowebe02","e-firma","QRO","PRODUCCION","poweredOn","virtual",146.20275,34.79725,181,2,90.5,17.398625,73.101375
"3092",3275,"tqefiprowebe03","EFI","QRO","PRODUCCION","poweredOn","virtual",146.20275,34.79725,181,2,90.5,17.398625,73.101375
"3093",13474,"tqefiprowebe03","e-firma","QRO","PRODUCCION","poweredOn","virtual",146.20275,34.79725,181,2,90.5,17.398625,73.101375
"3094",3239,"tqefiprowebe04","EFI","QRO","PRODUCCION","poweredOn","virtual",130.4648,50.5352,181,2,90.5,25.2676,65.2324
"3095",13484,"tqefiprowebe04","e-firma","QRO","PRODUCCION","poweredOn","virtual",130.4648,50.5352,181,2,90.5,25.2676,65.2324
"3096",3273,"tqefiprowebe05","EFI","QRO","PRODUCCION","poweredOn","virtual",130.4648,50.5352,181,2,90.5,25.2676,65.2324
"3097",13462,"tqefiprowebe05","e-firma","QRO","PRODUCCION","poweredOn","virtual",130.4648,50.5352,181,2,90.5,25.2676,65.2324
"3098",3264,"tqefiprowebe06","EFI","QRO","PRODUCCION","poweredOn","virtual",122.79945,58.20055,181,2,90.5,29.100275,61.399725
"3099",13461,"tqefiprowebe06","e-firma","QRO","PRODUCCION","poweredOn","virtual",122.79945,58.20055,181,2,90.5,29.100275,61.399725
"3100",3278,"tqefiprowebe07","EFI","QRO","PRODUCCION","poweredOn","virtual",122.79945,58.20055,181,2,90.5,29.100275,61.399725
"3101",13460,"tqefiprowebe07","e-firma","QRO","PRODUCCION","poweredOn","virtual",122.79945,58.20055,181,2,90.5,29.100275,61.399725
"3102",3231,"tqefiprowebe08","EFI","QRO","PRODUCCION","poweredOn","virtual",122.79945,58.20055,181,2,90.5,29.100275,61.399725
"3103",13488,"tqefiprowebe08","e-firma","QRO","PRODUCCION","poweredOn","virtual",122.79945,58.20055,181,2,90.5,29.100275,61.399725
"3104",3244,"tqefiuatcohc01","EFI","QRO","UAT","poweredOn","virtual",152.945,28.055,181,1,181,28.055,152.945
"3105",3274,"tqefiuatcohc02","EFI","QRO","UAT","poweredOn","virtual",150.56485,30.43515,181,1,181,30.43515,150.56485
"3106",3268,"tqefiuatcohe01","EFI","QRO","UAT","poweredOn","virtual",150.56485,30.43515,181,1,181,30.43515,150.56485
"3107",3267,"tqefiuatcohe02","EFI","QRO","UAT","poweredOn","virtual",152.945,28.055,181,1,181,28.055,152.945
"3108",3242,"tqefiuatohsc01","EFI","QRO","UAT","poweredOn","virtual",79.31075,15.68925,95,1,95,15.68925,79.31075
"3109",3252,"tqefiuatohsc02","EFI","QRO","UAT","poweredOn","virtual",76.80275,18.19725,95,1,95,18.19725,76.80275
"3110",3249,"tqefiuatohse01","EFI","QRO","UAT","poweredOn","virtual",79.31075,15.68925,95,1,95,15.68925,79.31075
"3111",3225,"tqefiuatohse02","EFI","QRO","UAT","poweredOn","virtual",76.80275,18.19725,95,1,95,18.19725,76.80275
"3112",3232,"tqefiuatwebc01","EFI","QRO","UAT","poweredOn","virtual",150.56485,30.43515,181,1,181,30.43515,150.56485
"3113",3262,"tqefiuatwebc02","EFI","QRO","UAT","poweredOn","virtual",152.945,28.055,181,1,181,28.055,152.945
"3114",3227,"tqefiuatwebe01","EFI","QRO","UAT","poweredOn","virtual",156.57405,24.42595,181,1,181,24.42595,156.57405
"3115",3256,"tqefiuatwebe02","EFI","QRO","UAT","poweredOn","virtual",152.945,28.055,181,1,181,28.055,152.945
"3116",3279,"tqemcproresp01","EMC","QRO","PRODUCCION","poweredOn","virtual",519.3594,44.6406,564,2,282,22.3203,259.6797
"3117",3289,"tqemcproresp01","EMG/RFS","QRO","PRODUCCION","poweredOn","virtual",519.3594,44.6406,564,2,282,22.3203,259.6797
"3118",3285,"tqemgproohsx01","EMG","QRO","PRODUCCION","poweredOn","virtual",49.0390625,30.9609375,80,2,40,15.48046875,24.51953125
"3119",3288,"tqemgproohsx01","EMG/RFS","QRO","PRODUCCION","poweredOn","virtual",49.0390625,30.9609375,80,2,40,15.48046875,24.51953125
"3120",3281,"tqemgproorcl01","EMG","QRO","PRODUCCION","poweredOn","virtual",1125.75555,1137.24445,2263,2,1131.5,568.622225,562.877775
"3121",3287,"tqemgproorcl01","EMG/RFS","QRO","PRODUCCION","poweredOn","virtual",1125.75555,1137.24445,2263,2,1131.5,568.622225,562.877775
"3122",3282,"tqemgproorcl02","EMG","QRO","PRODUCCION","poweredOn","virtual",1064.19305,698.80695,1763,2,881.5,349.403475,532.096525
"3123",3286,"tqemgproorcl02","EMG/RFS","QRO","PRODUCCION","poweredOn","virtual",1064.19305,698.80695,1763,2,881.5,349.403475,532.096525
"3124",3283,"tqemguatorcl01","EMG","QRO","UAT","poweredOn","virtual",768.071429889679,255.929546672821,1024.0009765625,1,1024.0009765625,255.929546672821,768.071429889679
"3125",3284,"tqemguatorcl02","EMG","QRO","UAT","poweredOn","virtual",352.649523639679,155.351452922821,508.0009765625,2,254.00048828125,77.6757264614105,176.324761819839
"3126",3290,"tqemguatorcl02","EMG/RFS","QRO","UAT","poweredOn","virtual",352.649523639679,155.351452922821,508.0009765625,2,254.00048828125,77.6757264614105,176.324761819839
"3127",3304,"tqermdo1","ERMDO","QRO","OTROS","poweredOn","fisico",131.086522560139,281.913477439861,413,2,206.5,140.956738719931,65.5432612800695
"3128",12740,"tqermdo1","SOLUCION INTEGRAL","QRO","OTROS","poweredOn","fisico",131.086522560139,281.913477439861,413,2,206.5,140.956738719931,65.5432612800695
"3129",3303,"tqermdo2","ERMDO","QRO","OTROS","poweredOn","fisico",130.811819002827,283.188180997173,414,2,207,141.594090498586,65.4059095014135
"3130",12846,"tqermdo2","SOLUCION INTEGRAL","QRO","OTROS","poweredOn","fisico",130.811819002827,283.188180997173,414,2,207,141.594090498586,65.4059095014135
"3131",129,"tqermpo1","32D/ECU: Incorporacion respuesta negativa por subdeclarar ingresos al reporte de Opinion del Cumplimiento y Modificacion a la Estructura del Cumplimiento","QRO","OTROS","poweredOn","fisico",532.997771252782,8021.90222874722,8554.9,3,2851.63333333333,2673.96740958241,177.665923750927
"3132",3305,"tqermpo1","ERMPO","QRO","OTROS","poweredOn","fisico",532.997771252782,8021.90222874722,8554.9,3,2851.63333333333,2673.96740958241,177.665923750927
"3133",12753,"tqermpo1","SOLUCION INTEGRAL","QRO","OTROS","poweredOn","fisico",532.997771252782,8021.90222874722,8554.9,3,2851.63333333333,2673.96740958241,177.665923750927
"3134",132,"tqermpo2","32D/ECU: Incorporacion respuesta negativa por subdeclarar ingresos al reporte de Opinion del Cumplimiento y Modificacion a la Estructura del Cumplimiento","QRO","OTROS","poweredOn","fisico",166.517236791521,1245.98276320848,1412.5,3,470.833333333333,415.32758773616,55.5057455971737
"3135",3306,"tqermpo2","ERMPO","QRO","OTROS","poweredOn","fisico",166.517236791521,1245.98276320848,1412.5,3,470.833333333333,415.32758773616,55.5057455971737
"3136",12855,"tqermpo2","SOLUCION INTEGRAL","QRO","OTROS","poweredOn","fisico",166.517236791521,1245.98276320848,1412.5,3,470.833333333333,415.32758773616,55.5057455971737
"3137",3353,"tqesxappspac02","ESX","QRO","ESX","poweredOn","fisico",135.740577522676,86.7594224773243,222.5,1,222.5,86.7594224773243,135.740577522676
"3138",3442,"tqesxappspac04","ESX","QRO","ESX","poweredOn","fisico",135.740577522676,86.7594224773243,222.5,1,222.5,86.7594224773243,135.740577522676
"3139",3411,"tqesxappspac10","ESX","QRO","ESX","poweredOn","fisico",135.740577522676,86.7594224773243,222.5,1,222.5,86.7594224773243,135.740577522676
"3140",3344,"tqesxappspac105","ESX","QRO","ESX","poweredOn","fisico",65.0226347825979,88.477365217402,153.5,1,153.5,88.477365217402,65.0226347825979
"3141",3468,"tqesxappspac107","ESX","QRO","ESX","poweredOn","fisico",65.0226347825979,88.477365217402,153.5,1,153.5,88.477365217402,65.0226347825979
"3142",3360,"tqesxappspac111","ESX","QRO","ESX","poweredOn","fisico",130.25674038555,114.64325961445,244.9,1,244.9,114.64325961445,130.25674038555
"3143",3432,"tqesxappspac117","ESX","QRO","ESX","poweredOn","fisico",130.25674038555,114.64325961445,244.9,1,244.9,114.64325961445,130.25674038555
"3144",3397,"tqesxappspac13","ESX","QRO","ESX","poweredOn","fisico",65.0226347825979,88.477365217402,153.5,1,153.5,88.477365217402,65.0226347825979
"3145",3420,"tqesxappspac131","ESX","QRO","ESX","poweredOn","fisico",31.7882973551147,39.1867026448853,70.975,1,70.975,39.1867026448853,31.7882973551147
"3146",3369,"tqesxappspac133","ESX","QRO","ESX","poweredOn","fisico",67.6217660636582,50.6925196506275,118.314285714286,1,118.314285714286,50.6925196506275,67.6217660636582
"3147",3375,"tqesxappspac134","ESX","QRO","ESX","poweredOn","fisico",67.6217660636582,50.6925196506275,118.314285714286,1,118.314285714286,50.6925196506275,67.6217660636582
"3148",3405,"tqesxappspac140","ESX","QRO","ESX","poweredOn","fisico",31.7882973551147,39.1867026448853,70.975,1,70.975,39.1867026448853,31.7882973551147
"3149",3402,"tqesxappspac143","ESX","QRO","ESX","poweredOn","fisico",31.7882973551147,39.1867026448853,70.975,1,70.975,39.1867026448853,31.7882973551147
"3150",3393,"tqesxappspac144","ESX","QRO","ESX","poweredOn","fisico",31.7882973551147,39.1867026448853,70.975,1,70.975,39.1867026448853,31.7882973551147
"3151",3356,"tqesxappspac145","ESX","QRO","ESX","poweredOn","fisico",67.6217660636582,50.6925196506275,118.314285714286,1,118.314285714286,50.6925196506275,67.6217660636582
"3152",3472,"tqesxappspac147","ESX","QRO","ESX","poweredOn","fisico",67.6217660636582,50.6925196506275,118.314285714286,1,118.314285714286,50.6925196506275,67.6217660636582
"3153",3416,"tqesxappspac148","ESX","QRO","ESX","poweredOn","fisico",67.6217660636582,50.6925196506275,118.314285714286,1,118.314285714286,50.6925196506275,67.6217660636582
"3154",3327,"tqesxappspac153","ESX","QRO","ESX","poweredOn","fisico",67.6217660636582,50.6925196506275,118.314285714286,1,118.314285714286,50.6925196506275,67.6217660636582
"3155",3471,"tqesxappspac154","ESX","QRO","ESX","poweredOn","fisico",67.6217660636582,50.6925196506275,118.314285714286,1,118.314285714286,50.6925196506275,67.6217660636582
"3156",3436,"tqesxappspac171","ESX","QRO","ESX","poweredOn","fisico",41.7389148191365,57.7610851808635,99.5,1,99.5,57.7610851808635,41.7389148191365
"3157",3467,"tqesxappspac173","ESX","QRO","ESX","poweredOn","fisico",41.7389148191365,57.7610851808635,99.5,1,99.5,57.7610851808635,41.7389148191365
"3158",3316,"tqesxappspac174","ESX","QRO","ESX","poweredOn","fisico",66.7705989887203,53.1694010112797,119.94,1,119.94,53.1694010112797,66.7705989887203
"3159",3435,"tqesxappspac18","ESX","QRO","ESX","poweredOn","fisico",11.9378466796875,1.3871533203125,13.325,1,13.325,1.3871533203125,11.9378466796875
"3160",3462,"tqesxappspac181","ESX","QRO","ESX","poweredOn","fisico",66.7705989887203,53.1694010112797,119.94,1,119.94,53.1694010112797,66.7705989887203
"3161",3328,"tqesxappspac182","ESX","QRO","ESX","poweredOn","fisico",66.7705989887203,53.1694010112797,119.94,1,119.94,53.1694010112797,66.7705989887203
"3162",3428,"tqesxappspac185","ESX","QRO","ESX","poweredOn","fisico",41.7389148191365,57.7610851808635,99.5,1,99.5,57.7610851808635,41.7389148191365
"3163",3470,"tqesxappspac187","ESX","QRO","ESX","poweredOn","fisico",66.7705989887203,53.1694010112797,119.94,1,119.94,53.1694010112797,66.7705989887203
"3164",3392,"tqesxappspac188","ESX","QRO","ESX","poweredOn","fisico",66.7705989887203,53.1694010112797,119.94,1,119.94,53.1694010112797,66.7705989887203
"3165",3443,"tqesxappspac19","ESX","QRO","ESX","poweredOn","fisico",65.0226347825979,88.477365217402,153.5,1,153.5,88.477365217402,65.0226347825979
"3166",3422,"tqesxappspac20","ESX","QRO","ESX","poweredOn","fisico",65.0226347825979,88.477365217402,153.5,1,153.5,88.477365217402,65.0226347825979
"3167",3412,"tqesxappspac201","ESX","QRO","ESX","poweredOn","fisico",844.837019005853,1578.24512385129,2423.08214285714,1,2423.08214285714,1578.24512385129,844.837019005853
"3168",3433,"tqesxappspac202","ESX","QRO","ESX","poweredOn","fisico",369.605359919837,900.783925794448,1270.38928571429,1,1270.38928571429,900.783925794448,369.605359919837
"3169",3426,"tqesxappspac203","ESX","QRO","ESX","poweredOn","fisico",372.85979778966,901.929487924626,1274.78928571429,1,1274.78928571429,901.929487924626,372.85979778966
"3170",3458,"tqesxappspac205","ESX","QRO","ESX","poweredOn","fisico",844.837019005853,1578.24512385129,2423.08214285714,1,2423.08214285714,1578.24512385129,844.837019005853
"3171",3451,"tqesxappspac206","ESX","QRO","ESX","poweredOn","fisico",848.197019005853,1579.68512385129,2427.88214285714,1,2427.88214285714,1579.68512385129,848.197019005853
"3172",3404,"tqesxappspac207","ESX","QRO","ESX","poweredOn","fisico",848.114519005853,1579.56762385129,2427.68214285714,1,2427.68214285714,1579.56762385129,848.114519005853
"3173",3450,"tqesxappspac208","ESX","QRO","ESX","poweredOn","fisico",848.114519005853,1579.56762385129,2427.68214285714,1,2427.68214285714,1579.56762385129,848.114519005853
"3174",3401,"tqesxappspac209","ESX","QRO","ESX","poweredOn","fisico",373.414827375459,902.774458338827,1276.18928571429,1,1276.18928571429,902.774458338827,373.414827375459
"3175",3381,"tqesxappspac21","ESX","QRO","ESX","poweredOn","fisico",11.9378466796875,1.3871533203125,13.325,1,13.325,1.3871533203125,11.9378466796875
"3176",3448,"tqesxappspac210","ESX","QRO","ESX","poweredOn","fisico",372.95328891392,902.035996800366,1274.98928571429,1,1274.98928571429,902.035996800366,372.95328891392
"3177",3385,"tqesxappspac211","ESX","QRO","ESX","poweredOn","fisico",3.8094674556213,1.9905325443787,5.8,1,5.8,1.9905325443787,3.8094674556213
"3178",3309,"tqesxappspac217","ESX","QRO","ESX","poweredOn","fisico",848.156394005853,1579.62574885129,2427.78214285714,1,2427.78214285714,1579.62574885129,848.156394005853
"3179",3413,"tqesxappspac218","ESX","QRO","ESX","poweredOn","fisico",848.114519005853,1579.56762385129,2427.68214285714,1,2427.68214285714,1579.56762385129,848.114519005853
"3180",3387,"tqesxappspac219","ESX","QRO","ESX","poweredOn","fisico",373.475182405044,902.914103309241,1276.38928571429,1,1276.38928571429,902.914103309241,373.475182405044
"3181",3361,"tqesxappspac22","ESX","QRO","ESX","poweredOn","fisico",11.9378466796875,1.3871533203125,13.325,1,13.325,1.3871533203125,11.9378466796875
"3182",3374,"tqesxappspac220","ESX","QRO","ESX","poweredOn","fisico",373.04204631037,902.147239403916,1275.18928571429,1,1275.18928571429,902.147239403916,373.04204631037
"3183",3338,"tqesxappspac221","ESX","QRO","ESX","poweredOn","fisico",372.85979778966,901.929487924626,1274.78928571429,1,1274.78928571429,901.929487924626,372.85979778966
"3184",3446,"tqesxappspac226","ESX","QRO","ESX","poweredOn","fisico",3040.29287224647,8508.67379442019,11548.9666666667,1,11548.9666666667,8508.67379442019,3040.29287224647
"3185",3373,"tqesxappspac228","ESX","QRO","ESX","poweredOn","fisico",2027.78543810591,1066.61456189409,3094.4,1,3094.4,1066.61456189409,2027.78543810591
"3186",3440,"tqesxappspac229","ESX","QRO","ESX","poweredOn","fisico",3040.29287224647,8508.67379442019,11548.9666666667,1,11548.9666666667,8508.67379442019,3040.29287224647
"3187",3465,"tqesxappspac23","ESX","QRO","ESX","poweredOn","fisico",11.9378466796875,1.3871533203125,13.325,1,13.325,1.3871533203125,11.9378466796875
"3188",3336,"tqesxappspac234","ESX","QRO","ESX","poweredOn","fisico",3040.29287224647,8508.67379442019,11548.9666666667,1,11548.9666666667,8508.67379442019,3040.29287224647
"3189",3345,"tqesxappspac28","ESX","QRO","ESX","poweredOn","fisico",135.740577522676,86.7594224773243,222.5,1,222.5,86.7594224773243,135.740577522676
"3190",3026,"tqesxappspac304","DYP","QRO","ESX","poweredOn","fisico",6217.12025213604,3988.33331929253,10205.4535714286,2,5102.7267857143,1994.16665964627,3108.56012606802
"3191",3400,"tqesxappspac304","ESX","QRO","ESX","poweredOn","fisico",6217.12025213604,3988.33331929253,10205.4535714286,2,5102.7267857143,1994.16665964627,3108.56012606802
"3192",3342,"tqesxappspac31","ESX","QRO","ESX","poweredOn","fisico",9.2110843373494,4.5889156626506,13.8,1,13.8,4.5889156626506,9.2110843373494
"3193",3403,"tqesxappspac32","ESX","QRO","ESX","poweredOn","fisico",9.2110843373494,4.5889156626506,13.8,1,13.8,4.5889156626506,9.2110843373494
"3194",3414,"tqesxappspac35","ESX","QRO","ESX","poweredOn","fisico",135.740577522676,86.7594224773243,222.5,1,222.5,86.7594224773243,135.740577522676
"3195",3441,"tqesxappspac36","ESX","QRO","ESX","poweredOn","fisico",201.20867462089,120.519896807681,321.728571428571,1,321.728571428571,120.519896807681,201.20867462089
"3196",3395,"tqesxappspac38","ESX","QRO","ESX","poweredOn","fisico",74.6791814355637,38.3493899930077,113.028571428571,1,113.028571428571,38.3493899930077,74.6791814355637
"3197",3444,"tqesxappspac40","ESX","QRO","ESX","poweredOn","fisico",74.6791814355637,38.3493899930077,113.028571428571,1,113.028571428571,38.3493899930077,74.6791814355637
"3198",3354,"tqesxappspac41","ESX","QRO","ESX","poweredOn","fisico",74.6791814355637,38.3493899930077,113.028571428571,1,113.028571428571,38.3493899930077,74.6791814355637
"3199",3362,"tqesxappspac43","ESX","QRO","ESX","poweredOn","fisico",74.6791814355637,38.3493899930077,113.028571428571,1,113.028571428571,38.3493899930077,74.6791814355637
"3200",3311,"tqesxappspac516","ESX","QRO","ESX","poweredOn","fisico",320.262635,88.137365,408.4,1,408.4,88.137365,320.262635
"3201",3310,"tqesxappspac517","ESX","QRO","ESX","poweredOn","fisico",320.262635,88.137365,408.4,1,408.4,88.137365,320.262635
"3202",3399,"tqesxappspac58","ESX","QRO","ESX","poweredOn","fisico",880.933779219945,3288.91622078006,4169.85,1,4169.85,3288.91622078006,880.933779219945
"3203",3377,"tqesxappspac59","ESX","QRO","ESX","poweredOn","fisico",42.4813232421875,4.2686767578125,46.75,1,46.75,4.2686767578125,42.4813232421875
